# fcst-reason-struct-full wave(batch) 002 输入渲染（由 render_batch.py 从 row_index.parquet 生成，schema v1）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=00600 type=扭亏 ts_code=002504.SZ end_date=20181231 ann_date=20181023 update_flag=1
REASON: 1、公司产业转型初显成效第三方支付、保理、租赁、供应链管理等业务不断拓展经营指标持续向好；2、公司在2016年度实施重大资产重组项目收购广州合利金融科技服务有限公司（简称“广东合利”）公司对广东合利完成商誉减值调整后的2018年业绩预测表示乐观。但其形成的商誉是否计提减值要根据其全年经营情况以及公司聘请的年度审计机构实施审计程序后才能确认。此项商誉是否减值将影响公司2018年度经营业绩预计的准确性，公司将根据相关规则和经营实际情况及时予以业绩修正公告，敬请广大投资者持续关注公司公告。

### ordinal=00611 type=扭亏 ts_code=002655.SZ end_date=20181231 ann_date=20181023 update_flag=1
REASON: 1、部分原材料采购价格上涨及借款利率上升对公司毛利及净利润会产生不利影响；2、公司为提高盈利能力采取了增收节支等一系列措施改善了公司的经营业绩；3、汇率变动预计本年度产生汇兑收益；4、根据公司发展战略拟对部分资产进行处置。

### ordinal=00612 type=扭亏 ts_code=002657.SZ end_date=20181231 ann_date=20181026 update_flag=1
REASON: 公司根据业务进展状况、市场拓展情况、对外投资情况及公司业务季节性特点等因素综合判断预计 2018 年度净利润与上年同期相比扭亏为盈预计公司2018年可实现归属于母公司的净利润区间为0-11833.06万元。

### ordinal=00613 type=扭亏 ts_code=002671.SZ end_date=20180930 ann_date=20181015 update_flag=0
REASON: 2018年1-9月，公司金属管件业务订单执行情况好于预期，销售收入较去年同期增长。

### ordinal=00614 type=扭亏 ts_code=002676.SZ end_date=20181231 ann_date=20181029 update_flag=1
REASON: 2018年4季度销售订单预计下降；销售单价持续下降材料成本、人工成本等制造成本持续上涨人工成本等管理成本以及折旧与摊销等固定成本增加使得管理费用大幅增长；同时资金成本上升及融资金额的增长使得财务费用增加。销售的增长带来的利润的增加无法弥补费用的增长因此预计公司2018年度亏损。

### ordinal=00615 type=扭亏 ts_code=002702.SZ end_date=20180930 ann_date=20181012 update_flag=0
REASON: 公司持续进行品项和渠道结构优化，加强内部管控，延续稳中向好的良好趋势，销售收入和毛利率增长均超出预期，净利润同比大幅增长。

### ordinal=00616 type=扭亏 ts_code=002702.SZ end_date=20181231 ann_date=20181025 update_flag=1
REASON: 公司主业经营稳定营业收入和毛利率均延续稳中向好趋势第四季度预计同比均实现增长。但公司参股37.96%的新三板挂牌公司上海猫诚电子商务股份有限公司可能存在减值风险进而影响公司2018年度净利润。

### ordinal=00617 type=扭亏 ts_code=002760.SZ end_date=20181231 ann_date=20181030 update_flag=0
REASON: 2018年公司下游市场需求回暖，销量增加，同时公司调整了销售政策，完善了销售考核激励机制，根据原材料价格变动及时调整产品销售价格，严格控制生产成本，预计2018年度公司较上年同期销售收入增加，产品毛利率上升。

### ordinal=00618 type=扭亏 ts_code=002780.SZ end_date=20181231 ann_date=20181030 update_flag=0
REASON: 2018年度公司加大线上、线下销售力度，公司门店、大客户、线上销售收入预计较上年有所增长；同时公司利用闲置募集资金进行理财，预计投资收益同比增加；综合上述原因预计与上年相比实现扭亏为盈。

### ordinal=00619 type=扭亏 ts_code=002785.SZ end_date=20181231 ann_date=20181030 update_flag=0
REASON: 1、预计全年营业收入相比上年保持增长势头，因此带来营业利润增加；受惠于人民币贬值，出口业务盈利水平提高；2、中美贸易战，给公司经营业绩带来一定的不利影响。

### ordinal=00620 type=扭亏 ts_code=300022.SZ end_date=20180930 ann_date=20181013 update_flag=0
REASON: 报告期内，受宏观环境影响，传统农机装备过剩，整个农机行业处于结构调整的新常态。公司通过完善内部管控，降低成本费用，着手区域直营店的调整，并开展多样化库存处理工作，加快库存周转，狠抓应收账款管理，积极培育新的业务增长点，充分利用国家乡村振兴战略和建设美丽乡村政策带来乡村建设项目增加、土地流转带来农机流通格局变化的有利契机，加大销售服务推广力度，抢占乡村建设项目及高新特色农机具业务市场，提高运营效率，提升效益，实现扭亏为盈。

### ordinal=00621 type=扭亏 ts_code=300025.SZ end_date=20181231 ann_date=20181029 update_flag=0
REASON: （1）根据最新公告的互联港湾股权转让协议交易价格13,333.33万元结合《企业会计准则》中母公司处置子公司部分股权导致控制权丧失问题的会计处理规定，假设本次股权转让交易能在年底前顺利完成，本次股权转让损益与互联港湾本期初至仍纳入合并报表范围期间所发生的归属于上市公司的净利润（或净亏损）综合测算，不会对2018年度归属于上市公司净利润产生影响。（2）公司传统业务网络优化、室分工程、网络维护等按年度经营计划有序开展，整体运行平稳，营业收入比去年略有增长。毛利率较上年同期略有下降，主要系：1）移动通信技术服务市场竞争较为激烈；2）在国内去杠杆的宏观环境下，公司为了加快资金周转，部分业务实施方式进行调整。

### ordinal=00622 type=扭亏 ts_code=300028.SZ end_date=20180930 ann_date=20181013 update_flag=0
REASON: 1、本次业绩预告期间内，公司经营业绩变动主要原因为：1)报告期内，公司围绕年度经营计划有序开展各项工作，积极拓展新业务，完善内部控制精细管理，降本增效。2）预计公司2018年前三季度的非经常性损益金额约为5,300万元，主要为金牛区政府协商回收公司位于成都市蜀西路50号项目地块产生的收益，对净利润影响约为5,216万元。

### ordinal=00623 type=扭亏 ts_code=300076.SZ end_date=20180930 ann_date=20181012 update_flag=0
REASON: 1、报告期内，公司全资子公司宁波洲际机器人有限公司出售宁波环城西路南段88号房产（不动产权证号：浙（2016）第0155500号），对当期损益的影响约为4,270万元；2、报告期内，大屏幕产品销售低于预期；3、预计本报告期非经常性损益对净利润的影响金额约为4,900万元；4、2018年1-9月经营业绩预计仅基于公司2018年半年度的实际数据和三季度的预计经营情况作出的预测，与2018年第三季度业绩的实际经营情况存在一定差异。

### ordinal=00624 type=扭亏 ts_code=300076.SZ end_date=20181231 ann_date=20181031 update_flag=0
REASON: 1、报告期内，公司全资子公司宁波洲际机器人有限公司出售宁波环城西路南段88号房产（不动产权证号：浙（2016）第0155500号），对当期损益的影响（税前）约为4,270万元。2、报告期内，公司主业大屏幕显示系统产品销量较去年同期相比有一定增长，同比减亏明显。3、预计本报告期非经常性损益对净利润的影响金额约为6,050万元。

### ordinal=00625 type=扭亏 ts_code=300077.SZ end_date=20181231 ann_date=20181030 update_flag=1
REASON: 1、2017年末公司遭遇产业基金的合作相关方失联，计提5亿元坏账准备致使2017年净利润大幅亏损。2、报告期内国民技术大厦建成投入使用，对大厦用于经营出租部分作为投资性房地产核算，采用公允价值进行后续计量，形成了投资性房地产公允价值变动收益。3、公司收购斯诺实业70%股权，并于2018年3月开始纳入合并范围。

### ordinal=00626 type=扭亏 ts_code=300106.SZ end_date=20181231 ann_date=20181024 update_flag=0
REASON: 1、强化各子公司目标管理责任，聘请职业经理人进行专业化管理。2、精简机构，裁汰冗员。3、根据市场需求情况及订单安排适时生产，执行精准生产模式，减少产品积压，降低仓储成本，最终实现“零库存”。4、为进一步改善公司经营管理状况，优化公司财务结构，降低财务负担，增强企业竞争力，公司于2018年7月12日和2018年7月24日分别召开董事会，出售了公司持有的系列全资及联营的奶牛、肉牛养殖公司股权，两次股权出售事宜的转让价格分别较该部分股权账面价值高3,117.90万元和2,886.80万元左右，对公司经营业绩产生积极的影响。截止报告期末股权转让款已全部收到，截止目前各养殖公司欠我公司款项也已全部收回。本次全年盈利测算是公司财务部门初步测算的结果，未经审计机构审计，敬请广大投资者谨慎决策，注意投资风险。

### ordinal=00627 type=扭亏 ts_code=300125.SZ end_date=20181231 ann_date=20181030 update_flag=0
REASON: 公司合同能源服务业务运营情况好转；光伏发电业务发电收入同比增加；理财产品投资收益同比增加；转让子公司股权取得投资收益；同时，公司持续加强各项费用严格管控及应收账款回款管理，取得较好成效。

### ordinal=00628 type=扭亏 ts_code=300139.SZ end_date=20180930 ann_date=20181012 update_flag=0
REASON: 1、报告期内，由于美元汇率变动导致汇兑收益大幅上升。2、预计2018年前三季度非经常性损益对净利润的影响约为37万元左右。

### ordinal=00629 type=扭亏 ts_code=300139.SZ end_date=20181231 ann_date=20181030 update_flag=1
REASON: 公司三季度由于汇率变动使得汇兑收益增加，如四季度美元持续升值将对公司汇兑损益产生较大影响。

### ordinal=00630 type=扭亏 ts_code=300142.SZ end_date=20180930 ann_date=20181012 update_flag=0
REASON: 报告期内，公司整体经营状况保持良好态势，自主疫苗产品产销持续稳定增长，经营业绩实现扭亏为盈，与上年同期相比，公司自主疫苗产品营业收入及净利润分别增长71.78%、266.26%，归属于上市公司股东的净利润较上年同期大幅增加。报告期内，公司非经常性损益预计为3,100万元，上年同期为462.35万元。

### ordinal=00631 type=扭亏 ts_code=300150.SZ end_date=20180930 ann_date=20181013 update_flag=0
REASON: 1、2018年1-9月归属于上市公司股东的净利润比上年扭亏为盈,原因有三个方面：（1）公司出售北京华泰诺安技术有限公司20.57143%股权,投资收益在本报告期确认，增加2018年度净利润；（2）公司控股子公司苏州易维迅信息科技有限公司未完成2016-2017年度业绩承诺，公司收到交易对方对本公司的业绩补偿款，增加2018年度净利润;（3）报告期，公司主营业务收入增长，净利润较上年度增加，各项业务发展正常。2．报告期内，预计公司非经常性损益对净利润的影响金额约为11,770.73万元。

### ordinal=00632 type=扭亏 ts_code=300189.SZ end_date=20180930 ann_date=20181013 update_flag=0
REASON: 公司将所持海南波莲水稻基因科技有限公司的部分股权对外转让,实现投资收益增加所致。

### ordinal=00633 type=扭亏 ts_code=300191.SZ end_date=20180930 ann_date=20181013 update_flag=0
REASON: 1.本期公司油气勘探开发业务进展顺利，营业收入增加；2.本期汇率变动较大，汇兑收益增加；3.本期购买理财产品，理财收益增加；4．预计2018年1-9月非经常性损益对净利润的影响金额约为25.93万元。.

### ordinal=00634 type=扭亏 ts_code=300218.SZ end_date=20180930 ann_date=20181016 update_flag=0
REASON: 公司在披露《2018年半年度报告》中对2018年1月1日-2018年9月30日经营业绩的预计是基于2018年上半年度的经营形势做出的初步预计，第三季度实际经营情况有一定改善。报告期内，面对原辅材料高位盘整运行，公司“煤改气”能源成本大幅上升，以及中美贸易冲突、新兴国家货币贬值，市场需求不振等压力，公司锐意进取，奋力拼搏，努力优化产品结构和客户结构，加大高附加值产品开发销售，积极拓展营销网络和渠道，订单充足，产销保持稳定增长。具体业绩变动原因如下：1、报告期内，公司主营聚氨酯合成革产品销量增长约12%左右，主营业务收入增长约15%左右，其中，3季度当季，公司主营产品销量、营业收入分别较上年同期增长约3.5%、12.5%左右。2、报告期内，公司主营产品销售单价较上年同期增长2.6%左右，得益于客户结构的改变和产品结构的调整，3季度当季，销售单价同比上年同期增长了8.5%左右，呈上涨趋势。提价效应的显现和高附加值产品开发销售比重的加大，拓展了公司的利润空间。3、报告期内，计入当期损益的政府补助累计约1636万元，其中，3季度当季确认为当期损益的政府补助约890万元。4、报告期内，按照环保要求，公司全面使用清洁能源天然气，1—9月能耗费用较上年同期增加约2480万元，增幅达58%左右，其中，3季度当季增加约900万元，增幅约59%，“煤改气”导致能源成本大幅上涨。

### ordinal=00635 type=扭亏 ts_code=300218.SZ end_date=20181231 ann_date=20181027 update_flag=0
REASON: 1、前三季度，公司主营聚氨酯合成革产品销量增长11.69%，主营业务收入增长14.61%，其中，3季度当季，公司主营产品销量、营业收入分别较上年同期增长3.58%、12.42%；2、前三季度，公司主营产品销售单价较上年同期增长2.62%，得益于客户结构的改变和产品结构的调整，3季度当季，销售单价同比上年同期增长8.53%，呈上升趋势。高附加值产品开发销售比重的加大，拓展了公司的利润空间；3、前三季度，计入当期损益的政府补助累计1636.64万元。

### ordinal=00636 type=扭亏 ts_code=300268.SZ end_date=20180930 ann_date=20181013 update_flag=0
REASON: 本报告期，公司持续加速业务融合，优化产品结构，开发新产品，增加生产能力，拓展销售渠道，中高端海产品业务保持增长态势，销售收入同比保持较大幅度的增长，行业地位得到进一步巩固和提升。2018年1-9月，公司合并财务报表汇兑损失累计金额预计为1,040万元，非经常性损益累计金额预计为2,032万元。

### ordinal=00637 type=扭亏 ts_code=300319.SZ end_date=20181231 ann_date=20181030 update_flag=0
REASON: 公司募投项目产能释放，电感和滤波器等产品贡献的业绩较上年同期稳步上升，盈利结构持续优化；同时报告期内合并增加了子公司金之川的经营业绩。

### ordinal=00638 type=扭亏 ts_code=300344.SZ end_date=20180930 ann_date=20181012 update_flag=0
REASON: 1.报告期内，公司按照年度经营计划有序推进各项工作，加大应收账款催收管理力度，资产减值损失得到一定控制，财务费用比上年同期有所减少，公司整体经营能力稳步提高。2、与上年同期相比，本期确认处置子公司恒元建筑板业有限公司股权处置收益2,216万元。3.2018年1-9月，公司预计非经常性损益对公司净利润的影响约为2059万元。

### ordinal=00639 type=扭亏 ts_code=300356.SZ end_date=20180930 ann_date=20181013 update_flag=0
REASON: 报告期内，公司版权云业务围绕互联网内容安全与服务不断深耕，为版权云整体战略布局夯实基础，尚未形成收入和利润；电力业务面对细分市场周期性的环境，公司继续巩固拓展既有市场，积极落实在手订单执行；受益于出售资产，公司整体净利润较上年同期增长。报告期内，公司非经常性损益约为3,400万元，主要为处置资产收益；第三季度非经常性损益约为165万元。

### ordinal=00640 type=扭亏 ts_code=300368.SZ end_date=20180930 ann_date=20181010 update_flag=0
REASON: 1、本年度，公司完成对北京中科拓达科技有限公司70%股权的收购事项，合并报表范围增加，报告期内中科拓达业务保持高速增长，对公司业绩产生显著积极影响；2、公司持续加大非银行业务开拓，非银行类业务收入较去年同期大幅增长，带动公司整体业绩提升；3、本年度，公司聚焦核心业务，对东方兴华、棠棣信息、棠宝电子等与公司长期业务发展规划不符的子公司进行了剥离，提升了公司整体盈利能力，并对上述股权的权益法核算损益部分冲回，导致股权处置收益增加；4、2018年前三季度预计非经常性损益对归属于上市公司股东的净利润影响金额约为3,862万元，上年同期为667.88万元。

### ordinal=00641 type=扭亏 ts_code=300392.SZ end_date=20181231 ann_date=20181030 update_flag=0
REASON: 1、为了调整结构，提高效率，增强企业核心竞争力，公司将进一步加大市场开拓力度，持续推动客户结构调整，优化媒体资源配置，积极提高主营业务盈利能力；同时持续加强企业内部管理，裁减人员，优化流程，瘦身健体，严控费用开支。2、为了集中精力，聚焦主业，确保主营业务稳步增长，公司将进一步加大资产处置力度，盘活资金，改善资产结构，提早实现资产收益，预计将给第四季度业绩带来积极影响。

### ordinal=00642 type=扭亏 ts_code=300402.SZ end_date=20180930 ann_date=20181013 update_flag=0
REASON: （1）报告期内，设备交付量大幅增加，使营业收入大幅增加；（2）公司通过加强和改善生产组织方式，合理配置资源等，生产效率大幅提升，设备毛利率提高。预计2018年1-9月，非经常性损益对净利润的影响金额约为590万元，上年同期为5,730.46万元。.

### ordinal=00643 type=扭亏 ts_code=300404.SZ end_date=20180930 ann_date=20181013 update_flag=0
REASON: 公司2018年前三季度业绩变动的主要原因：报告期公司业绩较上年同期扭亏为盈，主要为公司盈利能力逐渐恢复，临床研究服务收入及临床前研究服务收入等业务比上年同期均有所增长，使得净利润有所上升。2018年1月至9月，公司预计非经常性损益对归属于上市公司股东的净利润影响约为120万元-250万元。

### ordinal=00644 type=扭亏 ts_code=300491.SZ end_date=20180930 ann_date=20181013 update_flag=0
REASON: 公司加强管理，提升运营质量，较去年同期期间费用减少、综合毛利率实现小幅增长所致。2、2018年1~9月，公司预计非经常性损益对净利润的影响金额约为454万元，主要为政府补助。

### ordinal=00645 type=扭亏 ts_code=300520.SZ end_date=20180930 ann_date=20181013 update_flag=0
REASON: 1、因公司业务存在明显的季节性波动，通常来说，公司营业收入及相应销售回款第一季度较少，第二、第三季度开始有所增加，第四季度最多，但期间的相关费用并没有减少，从而导致公司净利润的季节性波动明显。报告期内，公司整体经营平稳。2、上年同期公司终止了限制性股票激励计划并摊销了相关股份支付费用，影响了上年同期业绩。3、报告期内，公司预计非经常性损益对归属于上市公司股东净利润的影响金额约为240万元。

### ordinal=00646 type=扭亏 ts_code=600130.SH end_date=20181231 ann_date=20181031 update_flag=0
REASON: 资产处置收益增加、经营毛利率提高、费用大幅下降所致。

### ordinal=00647 type=扭亏 ts_code=600139.SH end_date=20181231 ann_date=20181030 update_flag=1
REASON: 公司新能源汽车板块生产订单不饱和，业绩大幅下滑，将可能导致公司2018年度累计净利润为亏损。

### ordinal=00648 type=扭亏 ts_code=600150.SH end_date=20181231 ann_date=20181031 update_flag=0
REASON: 处置上海江南长兴重工有限责任公司股权以及利息支出减少、美元汇率波动等因素影响。

### ordinal=00649 type=扭亏 ts_code=600189.SH end_date=20180930 ann_date=20181011 update_flag=0
REASON: （一）2017年10月发行股份购买苏州工业园区园林绿化工程有限公司100%股权，本期合并范围增加；（二）公司子公司吉林森工集团泉阳泉饮品有限公司生产规模扩大，销量增加，利润水平同比增加。

### ordinal=00650 type=扭亏 ts_code=600198.SH end_date=20181231 ann_date=20181026 update_flag=0
REASON: 公司预测年初至下一报告期期末的累计净利润将实现盈利。

### ordinal=00651 type=扭亏 ts_code=600202.SH end_date=20181231 ann_date=20181030 update_flag=0
REASON: 公司年初至报告期期末净利润为10,795,079.03元，若公司南湖路厂区资产转让完成，预计年初至下一报告期期末的累计净利润可能为盈利。

### ordinal=00652 type=扭亏 ts_code=600227.SH end_date=20180930 ann_date=20181018 update_flag=0
REASON: （一）主营业务影响1、化工业务方面。本次业绩预告期间，公司尿素、甲醇等主导产品产销量同比大幅增加，且产品平均市场价格较去年同期相比有所上升，公司化工业务整体实现扭亏为盈。2、医药业务方面。本次业绩预告期间，医药业务保持稳定增长，盈利同比有所增加。（二）非经营性损益的影响。本次业绩预告期间，不存在重大非经常性损益的影响.

### ordinal=00653 type=扭亏 ts_code=600239.SH end_date=20180930 ann_date=20181017 update_flag=0
REASON: （一）由于房地产业务的平均销售价格提升，公司2018年1-9月毛利率为39.57%，较上年同期毛利率33.92%增加5.65个百分点。（二）公司已完成公司下属子公司大理满江康旅投资有限公司80%股权的转让工作，确认投资收益58,127.10万元，实现净利润金额43,595.33万元。

### ordinal=00654 type=扭亏 ts_code=600301.SH end_date=20181231 ann_date=20181024 update_flag=1
REASON: 由于控股子公司绿洲公司不并表，原承担的超额亏损转回。

### ordinal=00655 type=扭亏 ts_code=600302.SH end_date=20181231 ann_date=20181031 update_flag=1
REASON: 报告期内公司完成年度营收目标的62%，若第四季度不能完成全年目标，且无其他非经常性损益。

### ordinal=00656 type=扭亏 ts_code=600408.SH end_date=20181231 ann_date=20181027 update_flag=0
REASON: 按照公司2018年前三季度的经营业绩情况，以及对当前钢铁、焦化市场的初步判断。

### ordinal=00657 type=扭亏 ts_code=600456.SH end_date=20180930 ann_date=20181012 update_flag=0
REASON: 报告期内，公司持续深化改革激发活力，不断强化管理提升效益，加快科技创新拓宽市场，产品订货和销量同比上升，盈利水平与上年同期相比有较大幅度增长，使公司本期业绩同比扭亏为盈。

### ordinal=00658 type=扭亏 ts_code=600469.SH end_date=20181231 ann_date=20181031 update_flag=1
REASON: 今年以来公司以“提质降本，整合增效”为主题，开展研发创新和工艺技术提升，提高产品品质和市场竞争力；积极推进产品结构和市场结构调整，优化市场策略和产品组合，改善了公司整体盈利水平。

### ordinal=00659 type=扭亏 ts_code=600532.SH end_date=20181231 ann_date=20181030 update_flag=1
REASON: 2018年9月，受国家加大基建投资力度等利好政策影响，钢材及铁矿石价格小幅上涨。2018年9月末，中国铁矿石价格指数环比上涨8.40点。但近期受中美贸易摩擦不断升级，以及冬季环保限产政策的预期影响，预计后期钢铁产量将缓慢下降，铁矿石需求度受此影响也将开始回落，市场总体仍处于供大于求的局面。同时，公司将继续开展各类矿产品、化工品等贸易业务，以减少亏损。

### ordinal=00660 type=扭亏 ts_code=600588.SH end_date=20180930 ann_date=20181018 update_flag=0
REASON: 报告期内，公司继续坚定执行用友3.0战略，加力加速用友云服务业务规模化发展，促进软件业务效益化增长，保持金融服务业务稳健发展，公司营业收入同比实现大幅增长，预计营业收入增长率超过35%；同时，公司有效控制经营费用增长，公司经营成本和费用增长率均低于收入增长率，在上半年度实现扭亏为盈的基础上，公司第三季度单季度也实现了盈利，经营效益显著改善。

### ordinal=00661 type=扭亏 ts_code=600683.SH end_date=20180930 ann_date=20181013 update_flag=0
REASON: 非经常性损益影响：公司本次业绩预盈原因主要是由于宁波市供销社区块旧城区改建项目需要，公司位于大庆北路564弄的房屋建筑物、构筑物等被列入政府征收范围，公司收到拆迁补偿款，实现非流动资产处置损益，导致非经常性损益增加，使得公司利润总额增加6,215万元。

### ordinal=00662 type=扭亏 ts_code=600716.SH end_date=20181231 ann_date=20181030 update_flag=1
REASON: 我司在年底前收到政府支付的铁管巷土地回收补偿款总额的50%时将一次性确认全部收入，则该笔补偿款收益将对本公司全年的利润产生重大影响，具体数额以本公司定期报告和经会计师审计的审计报告为准。由于该笔土地补偿款的具体到账时间还无法确定，请投资者关注公司公告，谨慎投资。

### ordinal=00663 type=扭亏 ts_code=600749.SH end_date=20181231 ann_date=20181027 update_flag=1
REASON: 报告期内，公司持续改善经营，不断加大渠道拓展和挖掘力度，下属各景区客流量均实现不同程度的提高，主营业务收入增长明显。与此同时，公司通过营销创新和产品升级，聚焦游客转化率，景区内船游等二次消费收入进一步提高。报告期内归属于上市公司股东的净利润2,088.66万元，扣除非经常性损益后的净利润为1,469.59万元。公司2018年度各项扭亏举措已取得一定成效且将持续推进。

### ordinal=00664 type=扭亏 ts_code=600759.SH end_date=20180930 ann_date=20181016 update_flag=0
REASON: 本期业绩与上年同期相比实现扭亏为盈，主要原因包括：1.公司子公司马腾石油股份有限公司（以下简称“马腾公司”）前三季度产量较上年同期大幅增加，使得马腾公司前三季度营业收入同比增加；2.2018年以来国际原油价格稳步上升，马腾公司原油销售平均实现价格同步上行，较上年同期增幅较大，使得马腾公司前三季度营业收入同比增加。

### ordinal=00665 type=扭亏 ts_code=600778.SH end_date=20181231 ann_date=20181026 update_flag=0
REASON: 截至本报告期末，公司实现归属于上市公司股东的净利润8,060.01万元，较上年同期实现扭亏为盈，公司目前经营管理平稳有序，预计第四季度公司主营业务的经营环境不会发生重大变化，现有的业绩情况有望得到巩固。

### ordinal=00666 type=扭亏 ts_code=600784.SH end_date=20181231 ann_date=20181031 update_flag=1
REASON: 公司2018年出售公司子公司泰泽海泉公司，获得的投资收益对本期利润贡献较大。

### ordinal=00667 type=扭亏 ts_code=600794.SH end_date=20180930 ann_date=20181020 update_flag=0
REASON: （一）主营业务影响1、子公司张家港保税区长江国际港务有限公司本期实现净利润4,400万元左右，较去年同期增加2,400万元左右，主要是长江国际本期码头接货总量及库存总量均较去年同期增加，营业收入较去年同期有所增加而成本、费用总体较去年同期有所减少所致。2、母公司本期所得税费用460万元左右，较去年同期增加800万元左右，主要是可供出售金融资产公允价值较去年同期下降，预计能够取得的应纳税所得额利用可抵扣暂时性差异较去年同期减少，减记递延所得税资产账面价值影响。（二）非经常性损益影响1、子公司上海保港股权投资基金有限公司及上海保港张家港保税区股权投资基金有限公司本期实现净利润1,100万元左右，较去年同期增加6,000万元左右，主要系证券投资产生的处置损益以及公允价值变动影响所致。2、子公司张家港保税区长江国际扬州石化仓储有限公司本期依据诉讼案件（于荣祥案）的终审判决及裁定结果转回预计负债1,810.02万元，去年同期因涉诉案件（肖菲案）计提预计负债1,756.10万元，导致本期净利润较去年同期增加3,560万元左右。

### ordinal=00668 type=扭亏 ts_code=600802.SH end_date=20181231 ann_date=20181027 update_flag=0
REASON: 第四季度是福建省水泥市场的传统旺季，市场供需关系有望改善，公司水泥销售同比有望继续保持量增价涨的局面。

### ordinal=00669 type=扭亏 ts_code=600817.SH end_date=20181231 ann_date=20181027 update_flag=1
REASON: 公司仍在积极拓展水环境修复业务及相关业务。如果上述业务能够顺利完成，预测年初至下一报告期期末的累计净利润将实现盈利；但水环境修复业务及相关业务的实施具有不确定性，不能顺利完成。

### ordinal=00670 type=扭亏 ts_code=600871.SH end_date=20180930 ann_date=20181012 update_flag=0
REASON: （一）主营业务影响2018年前三季度，随着国际油价的企稳回升，境内外油公司上游勘探开发资本支出较去年同期有所增加，本公司主要专业工作量和主营业务收入同比增长；本公司继续深化内部改革，优化资源配置，推进辅助业务专业化发展，经济效益逐步好转，前三季度实现主营业务毛利率为正。（二）非经营性损益的影响2018年前三季度，本公司非经常性损益预计增加归属于上市公司股东的净利润为人民币4.38亿元左右，其中包括职工分流安置政府财政补助资金人民币3.5亿元。

### ordinal=00671 type=扭亏 ts_code=600880.SH end_date=20180930 ann_date=20181019 update_flag=0
