# fcst-reason-struct-full wave(batch) 006 输入渲染（由 render_batch.py 从 row_index.parquet 生成，schema v1）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=03000 type=扭亏 ts_code=000668.SZ end_date=20211231 ann_date=20220115 update_flag=1
REASON: 2021年度公司预计归属于母公司所有者的净利润增长的主要原因为：报告期内公司资产处置收益及营业外收入增加所致。本报告期扣除非经常性损益后的净利润较上年同期有所下降。2021年扣除非经常性损益后的净利润较2020年下降，主要因2020年归属于公司普通股股东的非经常性损益净额为7,477万元，公司2020年度非经常性损益主要为政府补助、营业外收入等。公司2021年归属于公司普通股股东的非经常性损益净额预计为27,660万元，其中非流动资产处置损益15,710万元,其他主要为政府补助和营业外收入。

### ordinal=03013 type=扭亏 ts_code=000888.SZ end_date=20211231 ann_date=20220125 update_flag=1
REASON: 2021年，国内新型冠状病毒肺炎疫情得到一定程度控制。虽然全国各地疫情有多点散发情况，对公司正常经营状况产生一定影响，但公司总体受疫情不利影响小于去年。同时，公司坚持综合施策，加大经营板块整体联动，对外加强营销宣传，努力拓展客源，对内充分整合公司资源，优化产品组合，降本增效，加快体制机制改革步伐，提高市场竞争力，推进公司经营复苏提振，总体经营情况好于去年。

### ordinal=03014 type=扭亏 ts_code=000899.SZ end_date=20220930 ann_date=20221014 update_flag=1
REASON: 2022年前三季度公司业绩比上年同期扭亏为盈的主要原因：受火力发电售电单价上涨及公司所属丰城三期发电厂#7机组于2022年7月正式投产发电影响，公司所属火电厂营业收入同比增长。

### ordinal=03015 type=扭亏 ts_code=000901.SZ end_date=20211231 ann_date=20220128 update_flag=1
REASON: 本报告期内，公司归属于上市公司股东的净利润同比由亏损转为盈利。主要原因为：上年同期，新冠疫情全球蔓延，全球汽车行业特别是境外汽车行业受到较大负面影响；境外公司受外汇市场波动影响，墨西哥比索兑欧元贬值，导致报告期产生较大汇兑损失；此外，公司计提商誉减值损失，导致公司上年同期出现亏损。报告期内，境外新冠疫情影响较上年同期有所缓解，公司主营业务订单量增加，营业收入同比增长，实现扭亏为盈。

### ordinal=03016 type=扭亏 ts_code=000917.SZ end_date=20211231 ann_date=20220126 update_flag=1
REASON: 公司坚定推进“文旅+投资”战略，资产质量明显提升，业务结构明显优化。2021年公司投资业务实现收益较2020年同期有大幅度增长；文旅业务、广告业务2020年同期由于新冠肺炎疫情因素受到较大影响，2021年得到较好恢复，圣爵菲斯大酒店、韵洪传播等扭亏为盈；另外，湖南有线集团2020年已参与国网整合，不再纳入公司合并报表范围。

### ordinal=03017 type=扭亏 ts_code=000929.SZ end_date=20211231 ann_date=20220126 update_flag=1
REASON: 2021年，由于受大宗商品价格波动引发啤酒生产原辅材料价格上涨，以及10月下旬至12月初甘肃、青海两省出现新冠肺炎疫情导致啤酒产销基本陷入停滞等因素影响，公司啤酒产销量虽较去年同期略有增长，但主营业务业绩仍出现较大亏损，公司能够实现扭亏为盈主要得益于属于非经常性损益的证券投资处置及持有收益较去年同期大幅增长（预计约1,800万元），以及转让孙公司甘肃庆河嘉源置业有限公司60%股权实现归属于母公司收益约2,400万元，二者叠加导致公司在本报告期实现扭亏为盈。

### ordinal=03018 type=扭亏 ts_code=000936.SZ end_date=20211231 ann_date=20220128 update_flag=1
REASON: 本报告期利润增长的主要原因是：1、本报告期江苏银行股票实现的利润较上年同期增加。2、2020年7月，公司转让子公司一村资本有限公司36.431%股权，致丧失控制权，该笔交易减少上年同期合并报表利润约2.3亿元，而本报告期无此项影响。

### ordinal=03019 type=扭亏 ts_code=000965.SZ end_date=20211231 ann_date=20220129 update_flag=1
REASON: 报告期内，公司预计计提资产减值损失22,000万元至26,000万元，较上年同比增加，同时报告期内的期间费用同比增加，导致本报告期归属于上市公司股东的净利润较上年同期（追溯调整前）下降。报告期内，天津市滨海新区土地发展中心、天津经济技术开发区土地整理中心与公司全资子公司天津滨海开元房地产开发有限公司（以下简称“滨海开元”）签署《土地收购三方协议》，将滨海开元所持有的天保金海岸C03地块土地使用权有偿收回，根据《公开发行证券的公司信息披露解释性公告第1号——非经常性损益》的相关规定，该事项产生的净利润约11,000万元属于非经常性损益，导致扣除非经常性损益后的净利润亏损。

### ordinal=03020 type=扭亏 ts_code=000985.SZ end_date=20220331 ann_date=20220413 update_flag=1
REASON: 报告期内化工产品市场好转，公司产品销售价格上升，预计公司一季度归属股东净利润1,150万元—1,350万元。

### ordinal=03021 type=扭亏 ts_code=000993.SZ end_date=20211231 ann_date=20220127 update_flag=1
REASON: 本报告期归属于上市公司股东的净利润较上年同期大幅上升的主要原因如下：1、本报告期宁德市区域内降水量较上年同期增加，水力发售电量较上年同期增加；2、公司全资子公司宁德蕉城闽电新能源有限公司于2020年12月正式投产，本报告期风力发售电量较上年同期增加；3、本报告期确认参股公司投资收益较上年同期增加。

### ordinal=03022 type=扭亏 ts_code=000993.SZ end_date=20220331 ann_date=20220415 update_flag=1
REASON: 本报告期归属于上市公司股东的净利润较上年同期上升的主要原因如下：1、本报告期宁德市区域内降水量较上年同期增加，水力发、售电量较上年同期增加；2、本报告期因长短期借款较上年同期减少，财务费用较上年同期减少。

### ordinal=03023 type=扭亏 ts_code=002011.SZ end_date=20211231 ann_date=20220128 update_flag=1
REASON: 公司业绩预计扭亏为盈的主要原因：一是公司紧紧围绕核心主业，坚持技术与产品研发，优化产品结构，重视品质管理，各类产品市场份额持续提升，电子膨胀阀和四通阀增长显著，商用领域市场不断拓展；持续向内挖潜降本，从供产销各方面改善资产运营效率，公司2021年度主要产品产销量大幅度增长，营业收入增长，净利润相应增长；二是上年同期受新冠肺炎疫情影响，公司生产和销售受到一定影响；三是上年同期处置非核心资产、业务及计提预计对外担保产生了损失；四是本报告期对外担保损失补计了未解除的对盾安控股集团有限公司向中建投信托股份有限公司借款担保抵押物不足以清偿逾期部分本金、利息合计3,249.12万元。

### ordinal=03024 type=扭亏 ts_code=002021.SZ end_date=20211231 ann_date=20220125 update_flag=1
REASON: 2021年度，因缝制机械行业下游产业对设备需求的持续增长，加上公司对销售政策及产品结构及时采取了有效的调整和优化，从而使得公司2021年度主营业务收入较上年同期大幅增长；同时，公司还积极推行各类降本增效措施，三项费用占营业收入比例较上年同期下降。受前述相关因素的共同影响，从而导致公司2021年度归属于上市公司股东的净利润扭亏为盈，并较上年同期大幅度增长。

### ordinal=03025 type=扭亏 ts_code=002042.SZ end_date=20211231 ann_date=20220126 update_flag=1
REASON: 报告期内，全球服饰消费继续恢复性增长，中国率先控制住了疫情，国内市场和供应链得到了较好的恢复，南亚及东南亚疫情反复，使部分海外订单回流国内；原材料价格波动上行，公司产能利用率提升，产品毛利率提升。报告期内，公司积极深耕内循环，兼顾外循环，通过数智化工厂建设提升生产效率，大力发展网链业务，后端网链阿大袜业实现突破，各项业务按照既定战略稳步发展。

### ordinal=03026 type=扭亏 ts_code=002051.SZ end_date=20211231 ann_date=20220126 update_flag=1
REASON: 1、2021年，公司围绕国家重点区域建设和“一带一路”建设，聚力构建国内国际双循环相互促进的新发展格局，聚焦设计咨询与工程承包、先进工程技术装备开发与应用、工程投资与运营三大业务板块，抢抓市场机遇，强化科技引领和协同融合，力推各项改革和经营举措，有效激发内部活力，公司经营业绩持续向好，实现了“十四五”的良好开局。2、2020年，受人民币持续单边升值影响，公司汇兑损失约为3.58亿元，加之新冠疫情、外部环境变化等不利因素叠加，公司业绩出现大幅下滑。2021年，公司加强汇率风险管理，通过开展远期结售汇业务对冲了部分汇兑损失，有效降低了汇率变化对公司业绩的影响。3、报告期内，属于非经常性损益事项主要为：（1）通过远期结售汇累计锁汇金额约3.65亿美元，实现浮动收益0.72亿元人民币。（2）为优化资源配置，公司将持有的中工武大设计研究有限公司51%股权转让给山东高速路桥投资管理有限公司，实现股权转让收益约0.67亿元。

### ordinal=03027 type=扭亏 ts_code=002072.SZ end_date=20211231 ann_date=20220129 update_flag=1
REASON: 公司本报告期扣非前后净利润均实现扭亏为盈、营业收入相比上年出现大幅变动主要系2021年湖北省荆门市中级人民法院下达（2021）鄂08破申1号《民事裁定书》裁定受理公司重整申请后，破产重整计划于2021年12月31日前执行完毕后产生了重整收益和公司流动资金增加、商业信誉恢复、贸易业务量扩大实现经营利润增加、收入增加所致。

### ordinal=03028 type=扭亏 ts_code=002089.SZ end_date=20211231 ann_date=20220129 update_flag=1
REASON: 1、公司对江西迪比科股份有限公司确认业绩补偿款，扣除所得税后增加公司净利润6100万元。本项目属于非经常性损益。2、公司子公司的参股公司苏州赛安电子技术有限公司经营情况出现重大变化，基于谨慎性原则，计提资产减值，减少公司净利润8000万元。

### ordinal=03029 type=扭亏 ts_code=002094.SZ end_date=20211231 ann_date=20220129 update_flag=1
REASON: 报告期内，香薰蜡烛业务国内外市场需求旺盛，品牌优势地位呈现，订单大幅增长，同时公司新增生产线及对原有生产线进行智能化改造升级效果显现，产能逐步释放。另外公司化妆品业务通过优化品牌结构，加大自有品牌的宣传和推广力度，扩大终端投入及运营力度，各公司盈利能力逐步恢复。

### ordinal=03030 type=扭亏 ts_code=002103.SZ end_date=20211231 ann_date=20220127 update_flag=1
REASON: 1、2021年度，公司管理层认真落实董事会制定的年度目标，努力克服原材料价格上涨、海运费上升、海外疫情等各种不利因素带来的影响，积极应对市场变化，坚持以经济效益为中心，以市场为导向，使得报告期内公司销售收入较上年有所增长。2、上年同期公司计提大额商誉减值和信用减值损失，导致上年产生较大亏损。3、本报告期内，预计非经常性损益影响净利润金额约为1,650万元，主要系报告期内收到的各项政府补助及理财产品收益。

### ordinal=03031 type=扭亏 ts_code=002114.SZ end_date=20211231 ann_date=20220126 update_flag=1
REASON: 1、上年同期受新型冠状病毒肺炎疫情影响，全球经济下滑，锌价在上半年出现了大幅度下跌，导致公司自有矿山盈利减少，加之上年同期期初原料库存量较大，致使锌产品生产成本单边上升，毛利率大幅下降；上年同期期末应收款项按账龄分析计提的信用减值损失略有增加。2、本期锌价呈整体震荡上升趋势，锌产品销售价格同比大幅度增加，虽然原料采购扣减加工费同比减少，削减了锌冶炼产品销售的毛利率，但同期相比毛利率依然增加；由于锌价上涨导致公司自有矿山盈利同比大幅度增加；本期毛利率较高的小金属锗精矿及银精矿销量同比增加；本期公司收购的大股东硫酸生产线，经过技改及工艺优化后，产品产量和质量得以提升，加上本报告期硫酸价格持续上涨，从而增加了公司本期毛利。综上原因共同导致本期归属于上市公司股东的净利润同比增加。

### ordinal=03032 type=扭亏 ts_code=002124.SZ end_date=20220930 ann_date=20221011 update_flag=1
REASON: 公司2022年前三季度业绩扭亏为盈,主要原因是公司2022年上半年转让子公司51%股权产生投资收益14.20亿元，扣除非经常性损益后的净利润仍然为负数，主要是由于生猪价格虽然在3月份探底后开始回暖，但1-9月生猪平均价格仍较低，而受原材料涨价等因素影响饲料成本处于高位，生猪养殖业务亏损。第三季度公司业绩扭亏为盈主要是由于生猪市场价格同比明显上升而养殖效率改善带来了养殖成本同比下降，生猪养殖业务产生盈利。

### ordinal=03033 type=扭亏 ts_code=002141.SZ end_date=20211231 ann_date=20220127 update_flag=1
REASON: 1.2021年度漆包线业务销售回暖，控股子公司珠海蓉胜超微线材有限公司业绩表现好于上年同期。2.2021年第二季度起新增控股子公司成都史纪生物制药有限公司（原名“成都天邦生物制品有限公司”），将其第二、三、四季度业绩并入合并范围，增加本期归母净利润。3.上年同期子公司计提资产减值准备影响归母净利润约-37,000万元（其中非经常性损益约16,000万元）、处置SNKCorporation（JP）（简称“SNK”）部分KDR股份和改变对SNK及天津卡乐互动科技有限公司的股权核算方法及公允价值变动影响上年同期归母净利润为-13,473万元，本期未发生上述大额资产减值计提事项和处置股权导致的大额非经常性损益事项；本期非经常性损益预计约1,500万元，主要为收到的政府补助及下属子公司贤丰（惠州）新能源材料科技有限公司诉讼纠纷达成和解、取得债务豁免等原因所致。

### ordinal=03034 type=扭亏 ts_code=002147.SZ end_date=20211231 ann_date=20220129 update_flag=1
REASON: 本报告期内，公司业绩主要情况说明如下：1、2021年度，公司与南京汐圃园商务咨询管理有限公司等部分债权人达成债务重组协议，产生债务重组收益10.49亿元。对照《公开发行证券的公司信息披露解释性公告第1号——非经常性损益》的规定，上述债务重组收益属于非经常性损益。2、2021年底，浙江省浙商资产管理有限公司向我公司出具了单方面、无条件、不可撤销的豁免部分担保责任的函。根据豁免函，公司对该笔担保债务调减预计负债7.84亿元，确认重组收益7.84亿元。对照《公开发行证券的公司信息披露解释性公告第1号——非经常性损益》的规定，上述重组收益属于非经常性损益。3、2021年度，公司履行浙商银行股份有限公司合规担保义务，减少预计负债9.5亿元，担保房产被司法拍卖产生其他收益4.6亿元。对照《公开发行证券的公司信息披露解释性公告第1号——非经常性损益》的规定，上述其他收益属于非经常性损益。4、公司于2021年9月被金华中院裁定进入预重整程序，同时加上疫情的叠加效应，导致商业地产存在减值迹象。公司已委托资产评估机构对商业地产进行减值评估，公司初步测算预计减值约5.5-6亿元，最终金额以经资产评估和审计后的结果为准。5、2021年8月公司收到关于证券虚假陈述责任纠纷一审判决书，要求公司承担相应的赔偿责任，公司以可利用的信息为基础及结合一审判决并基于谨慎性原则做出合理估计，对证券虚假陈述股东诉讼计提预计负债1.02—1.62亿元。对照《公开发行证券的公司信息披露解释性公告第1号——非经常性损益》的规定，上述营业外支出属于非经常性损益。6、2021年度，公司全资子公司浙江新光建材装饰城开发有限公司所开发的房产项目按规定纳入土地增值税清算，清算完成后公司依据税务机构认定补提土地增值税准备金1.41亿元。

### ordinal=03035 type=扭亏 ts_code=002167.SZ end_date=20211231 ann_date=20220119 update_flag=1
REASON: 1、2021年，锆产品市场逐渐回暖，同时公司收购了焦作市维纳科技有限公司，公司主营产品量价齐升，产品销售收入及毛利率有较大提升，公司的锆产业链竞争优势得到充分体现。2、上年同期公司计提资产减值损失7,180.62万元，本报告期无此项。3、报告期内，公司出售了朝阳东锆东锆新材料有限公司，确认投资收益，同时公司完成了非公开发行股份和股权激励计划，新增资金偿还了银行借款有效地降低了公司的财务费用。4、公司加强内部管理，上线NCC系统，并在制度、流程、效率等方面进行了优化，提升了企业综合经济效益。

### ordinal=03036 type=扭亏 ts_code=002174.SZ end_date=20211231 ann_date=20220129 update_flag=1
REASON: 报告期内,公司归属于上市公司股东的净利润较上年同期大幅上升,主要变动原因包括:1.报告期内,公司的《少年三国志2》,《权力的游戏:凛冬将至》PC版,《少年三国志》,《圣斗士星矢:觉醒》等游戏继续保持较稳定的收入及利润贡献,同时公司新上线的《少年三国志:零》港澳台及海外地区,《InfinityKingdom》(《战火与永恒》),《新盗墓笔记》等多款新游戏也表现良好,公司优化尝试多样化获客方式,更加注重精准化和ROI,减少了买量型广告投放额度,主营业务毛利率实现同比大幅度提升.2.报告期内,公司以“全球化卡牌+”战略为核心,推出“20+X”的激励政策,将五大研发工作室提升为一级部门,并成立研发创新院,积极投入新平台,新技术和新品类项目,不断提升自研品质和差异化竞争能力,因此公司报告期内研发投入同比有较大幅度增长.同时公司聚焦主营业务和全球化视野,成立全球化发行事业部,强化出海优势,并对电竞及MCN等部分非主营业务进行剥离,同时也关停了部分表现不达预期的游戏项目.3.公司根据《企业会计准则第8号—资产减值》,《会计监管风险提示第8号—商誉减值》及公司相关会计政策的规定,对收购公司形成的商誉进行了初步减值测试,预计将对并购的BigpointHoldCoGmbh,深圳市西域图文设计有限公司等形成的商誉计提减值准备约12,000-16,000万元;此外,对可能发生减值损失的长期股权投资,无形资产等计提资产减值准备,对应收账款,其他应收款计提坏账准备,预计约10,000-20,000万元.最终金额以中介机构评估和审计为准……

### ordinal=03037 type=扭亏 ts_code=002175.SZ end_date=20211231 ann_date=20220129 update_flag=1
REASON: 本报告期内，公司完成了司法重整，化解了债务风险，资产负债结构明显改善，重整损益对公司业绩有积极影响。

### ordinal=03038 type=扭亏 ts_code=002175.SZ end_date=20220930 ann_date=20221014 update_flag=1
REASON: 1、上年同期亏损较大主要是因为诉讼、仲裁败诉计提预计负债等非经常性损益以及贷款逾期计提的罚息等。公司已在2021年司法重整过程中解决上述事项。2、2022年前三季度，公司灵活应对今年疫情的复杂局面，采取强有力措施，前三季度数显量具业务正常开展，取得效果，并保持了一定的增长；产业园区综合管理服务业务逐步推进，对公司本报告期业绩也有一定贡献。

### ordinal=03039 type=扭亏 ts_code=002178.SZ end_date=20211231 ann_date=20220129 update_flag=1
REASON: 公司2021年度业绩预计较上年同期扭亏为盈。公司上半年受项目施工、结算进度有所延后的影响，出现亏损。下半年公司依据全年战略目标开展各项工作，稳步经营，持续优化业务结构、提升管理效率，项目实施完工数量增多，款项有序回收，促使整体营业收入和净利润实现增长。2021年度预计非经常性损益对净利润的影响金额约为1,800万元，主要是收到政府补助、根据生效司法判决及相关协议确认相应补偿等。

### ordinal=03040 type=扭亏 ts_code=002188.SZ end_date=20211231 ann_date=20220118 update_flag=1
REASON: 1,受赠资产对本期利润数据影响较大.(1)报告期,公司关联方中天美好集团有限公司将其合法持有的中天美好生活服务集团有限公司(以下简称“中天美好服务”)100%股权无偿赠与公司,该事项经公司2021年第一次临时股东大会批准,并于2021年6月4日办理完成工商变更登记手续.中天美好服务已成为公司全资子公司,应纳入上市公司的合并报表范围.鉴于在公司受赠中天美好服务100%股权前后公司及中天美好服务均受楼永良先生实际控制且该控制并非暂时性的,因此公司受赠中天美好服务100%股权认定为同一控制下企业合并.(2)受赠资产中天美好服务业务规模增加较快,对本期利润数据影响较大.2021年度中天美好服务业务规模增加,营业收入较2020年度增长60%以上,规模效益得到提升.2,上市公司本期土地及建筑物征迁,对本期利润数据影响较大.根据政府对区域发展规划需要,相关政府单位就公司的土地及建筑物进行征迁,本次征迁标的资产位于嘉兴市嘉善县经济技术开发区东升路36号的土地使用权和房屋建筑物(不动产权证号:浙2017嘉善县不动产权第0004308号,浙2017嘉善县不动产权第0004309号,浙2017嘉善县不动产权第0004310号),在标的资产经评估的基础上达成补偿协议,补偿款为人民币143,488,926元.截至2021年12月31日,本次征迁补偿款已全部到账.公司已严格按照《企业会计准则》的规定进行相应会计处理,对本期利润影响11,000万元-12,500万元.该项目属于非经常性损益.3,与上年同期相比,报告期公司净利润增加,主要原因是本期公司因胜诉,和解等原因,冲回预计负债1,900万元.该项目属于非经常性损益.

### ordinal=03041 type=扭亏 ts_code=002195.SZ end_date=20211231 ann_date=20220127 update_flag=1
REASON: 2021年度公司业绩预计扭亏为盈的主要原因如下：2020年度，公司基于谨慎性原则对2014年重大资产重组通过发行股份方式收购上海二三四五网络科技有限公司100%股权带来的商誉计提了128,597.24万元的资产减值准备。2020年度计提商誉减值准备后，公司商誉账面价值为112,221.32万元。经公司初步测算，预计2021年度该等商誉无需计提大额减值准备。

### ordinal=03042 type=扭亏 ts_code=002196.SZ end_date=20211231 ann_date=20220114 update_flag=1
REASON: 报告期公司经营业绩扭亏为盈主要基于以下原因：1、本报告期内，受益于国内新能源汽车市场的快速发展，公司新能源汽车驱动电机产销量较上年同期大幅增长，公司营业收入较上年同期增长超过61.92%，其中新能源汽车驱动电机业务较上年同期增长超过250%。但由于报告期内铜、铝、硅钢片等大宗商品价格大幅上涨，公司原材料成本相应上升，影响公司营业利润增长低于营业收入增长，扣除非经常性损益后的净利润仍出现亏损。2、本报告期内，公司为盘活资产，回笼资金用于业务经营发展，处置了部分房产，相应固定资产处置收益增加。3、2020年底，公司对前期收购上海海能、杭州德沃仕形成的商誉及华瑞矿业形成的无形资产进行系统性减值测试，均出现减值迹象，综合客观因素和未来业务发展判断，公司对以上资产组计提减值准备；同时，公司对部分应收账款、存货、合同资产等计提了资产减值准备，金额共计5.1亿元。本报告期内，经测试、评估，上述资产无需计提专项减值准备，因此资产减值损失相比上年大幅减少。4、报告期内，公司控股子公司丽水方德智驱应用技术研究院有限公司收到政府研发补助资金人民币5,000万元，因此政府补助相比上年大幅增加。

### ordinal=03043 type=扭亏 ts_code=002207.SZ end_date=20211231 ann_date=20220129 update_flag=1
