# fcst-reason-struct-full wave(batch) 009 输入渲染（由 render_batch.py 从 row_index.parquet 生成，schema v1）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=04800 type=略减 ts_code=000930.SZ end_date=20181231 ann_date=20190130 update_flag=0
REASON: 1．公司权益法核算的长期股权投资（即公司持有的浙江莎普爱思药业股份有限公司股权）拟在期末大额计提商誉减值准备并预计出现业绩亏损，对本公司第四季度业绩产生较大影响。2．根据《国务院关税税则委员会关于对原产于美国500亿美元进口商品加征关税的公告》（税委会公告〔2018〕5号），自2018年8月23日起对包括公司进口美废在内的部分美国进口商品加征25%关税，公司进口美废的成本上升，该部分成本上升因素的影响主要体现在第四季度，且第四季度公司产品价格跌幅较大，因此在产品销售量较去年同期上升情况下，公司第四季度的产品盈利能力低于预期。20190220:截至2018年12月31日,公司持有浙江莎普爱思药业股份有限公司(以下简称“莎普爱思”)9.06%的股份,对该项投资公司以权益法进行核算,即根据公司持股比例确认莎普爱思的净利润为投资收益.2018年前三季度,莎普爱思共实现归属于上市公司股东的净利润7,792.40万元,公司按照持股比例在2018年前三季度累计确认投资收益734.28万元.根据权益法核算原则,公司财务部门经过初步测算,预计受此影响公司在第四季度将需要按照持股比例确认投资亏损约为1,702万元至1,884万元,即预计减少公司第四季度净利润1,702万元至1,884万元,对公司第四季度的业绩产生较大的影响.

### ordinal=04811 type=略减 ts_code=002068.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 2018年前三季度，公司主营产品炭黑价格整体较为平稳，产品盈利水平较为稳定；2018年四季度，受国际原油价格大幅下滑、国内经济增速放缓和贸易摩擦加剧等因素影响，国内炭黑原料油价格出现大幅波动，炭黑产品价格随之出现大幅下跌，致使公司出现一定程度经营性亏损和跌价损失，年度业绩低于预期水平。

### ordinal=04812 type=略减 ts_code=002085.SZ end_date=20190630 ann_date=20190713 update_flag=0
REASON: 1、2019年上半年，宏观经济总体疲软，汽车行业整体下滑，市场竞争激烈，公司主要客户部分产品需求下降，影响公司部分利润。2、公司新增投资和“自动化、智能化、信息化”生产线转型升级，阶段性成本增加。面对严峻的外部环境，公司凭借几十年的品牌影响力、服务水平及产业整合能力等优势，通过开拓新兴市场、转型升级及提高自动化程度等措施，继续巩固在“大交通”领域细分市场的行业地位，确保公司发展稳健。

### ordinal=04813 type=略减 ts_code=002101.SZ end_date=20190630 ann_date=20190423 update_flag=1
REASON: 1.压铸业务由于美国实施对中国输美产品加征关税、政府补助减少以及汇兑损失等原因导致业绩下滑。2.内外饰件业务由于产品结构变化，导致毛利降低业绩下滑。

### ordinal=04814 type=略减 ts_code=002101.SZ end_date=20190930 ann_date=20190820 update_flag=0
REASON: 1、剔除香港公司的贸易业务收入，受国内汽车市场连续下滑影响，公司汽车零部件业务销售量同比下降；2、自2019年5月10日开始美国对2000亿美元中国输美商品的关税税率从10%上调至25%，公司出口美国产品均在加征关税清单范围内，关税成本同比大幅增加；3、报告期内公司加大研发投入力度，加强人才培养和储备、技术研发平台等软硬件方面的建设，研发费用同比有较大幅度增长。

### ordinal=04815 type=略减 ts_code=002109.SZ end_date=20190630 ann_date=20190706 update_flag=1
REASON: 今年以来，受化工产品市场价格波动频繁，上年同期利润偏高的部分产品价格持续下降的影响，公司整体盈利较去年同期相比下降。

### ordinal=04816 type=略减 ts_code=002109.SZ end_date=20190930 ann_date=20191011 update_flag=0
REASON: 1、今年以来受化工产品市场价格波动频繁，部分产品价格持续下降的影响，公司整体盈利较去年同期相比下降。2、进入三季度，由于子公司兴化化工生产系统运行不够稳定，加之9月份停车检修，导致与去年同期相比产品产量下降、成本上升，经营业绩下滑。

### ordinal=04817 type=略减 ts_code=002110.SZ end_date=20190331 ann_date=20190328 update_flag=0
REASON: 本期业绩预计同比下降12.01%至44.20%，主要原因：一是钢材价格在2018年11-12月份大幅下跌，2019年一季度虽有小幅回升，但钢材销售价格总体低于去年同期；二是进口矿价格因巴西淡水河谷溃坝事件而大幅上涨，废钢及燃料等原材料价格也总体高于去年同期，钢材制造成本同比上升较大，压缩了钢材生产的利润空间；三是全资子公司福建泉州闽光钢铁有限责任公司在3月份进行了15天的计划性检修，影响了其一季度的经营业绩。

### ordinal=04818 type=略减 ts_code=002118.SZ end_date=20181231 ann_date=20190129 update_flag=0
REASON: 2018年度业绩预告出现差异的主要原因是报告期内受宏观经济下行影响，及金融去杠杆造成融资紧缩，整体资金面趋紧，国内各行业受到一定影响。国内公立医院正在经历医保控费、取消药品加成、控制药占比等一些改革使得处方药受到各种政策的挤压，致使第四季度处方药产品销售不及预期。公司OTC药品、人参系列产品销售增速表现良好。

### ordinal=04819 type=略减 ts_code=002169.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 1、费用同比增加。由于公司业务发展，本期费用同比有较大幅度增长，其中主要是职工薪酬增长较大；同时，公司加大了研发投入，导致研发费用增加。2、资产减值损失增加。针对收款风险较大的应收账款和其他应收款，公司出于谨慎性考虑，本年度预计计提资产减值损失增加

### ordinal=04820 type=略减 ts_code=002182.SZ end_date=20190331 ann_date=20190321 update_flag=0
REASON: 主要是上年同期收到政府拆迁补偿款，今年同期没有，导致报告期内归属于母公司的净利润较上年同期下降，报告期扣除非经常性损益的净利润较上年同期增加。

### ordinal=04821 type=略减 ts_code=002185.SZ end_date=20190930 ann_date=20191015 update_flag=0
REASON: 1、随着半导体市场不断回暖，公司产能利用率逐步提高，公司效益逐季提升。2、由于公司要约收购UNISEM(M)BERHAD股权等事项，银行贷款较去年同期增加，导致财务费用同比大幅上升。同时，受行业深度调整和上半年经营情况的影响，公司前三季度业绩同比下降，但降幅逐季收窄。

### ordinal=04822 type=略减 ts_code=002186.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 1、受餐饮市场影响，公司第四季度营业收入未达预期目标，导致企业盈利能力有所下降。2、由于公司相关企业存在商誉减值风险，基于谨慎性原则，公司计划在年末对上述商誉计提相应的商誉减值准备。

### ordinal=04823 type=略减 ts_code=002195.SZ end_date=20190930 ann_date=20190815 update_flag=1
REASON: （1）公司启动并确立了“移动互联+人工智能”的未来发展战略，着力打造移动互联时代的核心技术竞争力。为实现新的战略发展目标，公司在中台、智能算法和大数据中心三个方向进行重点投入。上述战略转型及发展均需要一定时间的投入和积累；（2）受互联网金融服务业务市场环境变化的影响，公司将原互联网金融服务业务调整为金融科技服务业务，并将原互联网金融服务业务以对外提供资金服务为主的盈利模式，升级为向其他金融机构或企业提供包括系统建设、风险控制输出、服务输出、资金合作等多种方式相结合的科技服务模式。 因此公司的短期业绩将面临一定的不利影响，但公司中长期的可持续发展能力有望得到进一步增强。

### ordinal=04824 type=略减 ts_code=002195.SZ end_date=20191231 ann_date=20191025 update_flag=0
REASON: （1）公司启动并确立了“移动互联+人工智能”的未来发展战略，着力打造移动互联时代的核心技术竞争力。为实现新的战略发展目标，公司在中台、智能算法和大数据中心三个方向进行重点投入。上述战略发展需要一定时间的投入和积累；（2）受互联网金融服务业务市场环境变化的影响，公司将原互联网金融服务业务调整为金融科技服务业务。因此公司的短期业绩将面临一定的不利影响，但公司中长期的可持续发展能力有望得到进一步增强。

### ordinal=04825 type=略减 ts_code=002217.SZ end_date=20190331 ann_date=20190329 update_flag=0
REASON: 1、公司为保持公司业绩持续增长，进一步优化客户群结构，本报告期加大对大客户的研发投入和扩大产能的新设备投入，短期内相对增加了成本费用及机器设备折旧费用。2、报告期内公司人员调整，生产线人员招聘工作未达预期，产能未完全释放。3、报告期内受融资困难的影响，资金相对紧张，公司为确保货物订单准时交付，在订单承接方面较为谨慎，使得产能未完全释放。4、报告期内公司对人员进行了优化调整，增加了对新产线的设备投入，扩大了融资渠道，后续产能将逐步释放，为业绩快速上升提供了保障。

### ordinal=04826 type=略减 ts_code=002224.SZ end_date=20181231 ann_date=20190129 update_flag=0
REASON: 1.公司的主要产品为橡胶V带，其原材料为橡胶、棉纱、原丝、炭黑。受市场环境影响，2018年第四季度棉纱、原丝、炭黑的价格均存在不同程度的上涨，使得公司2018年度全年生产成本上升；2.公司对非经常性损益中处置橡胶期货所造成的损失估计不足；3.2018年末，公司对控股子公司西双版纳路博橡胶有限公司进行商誉减值测试，根据测试结果确定是否存在商誉减值迹象并计提商誉减值准备。综上，公司对2018年度实现的归属于上市公司股东的净利润的预计进行相应修正。

### ordinal=04827 type=略减 ts_code=002258.SZ end_date=20190331 ann_date=20190223 update_flag=0
REASON: 因市场原因，公司部分主要产品利润贡献率下降；同时，广安基地建设进度低于预期。

### ordinal=04828 type=略减 ts_code=002258.SZ end_date=20190630 ann_date=20190424 update_flag=0
REASON: 因全球农产品价格持续低迷，带动农药需求低迷等市场原因，公司部分主要产品利润贡献率下降；同时，广安基地建设进度低于预期。

### ordinal=04829 type=略减 ts_code=002294.SZ end_date=20190331 ann_date=20190312 update_flag=0
REASON: 带量采购政策将于3月底陆续在4+7城市执行，导致一季度这些城市终端清理库存，待政策执行备货，采购放缓。

### ordinal=04830 type=略减 ts_code=002310.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 2018年，公司根据国家政策及行业政策的导向，主动、及时的调整生产经营计划，根据项目的融资进展合理的调整施工进度，控制投资节奏，对公司营业收入产生一定的影响。

### ordinal=04831 type=略减 ts_code=002313.SZ end_date=20190930 ann_date=20191015 update_flag=0
REASON: 报告期内，公司积极拓展物联网业务，物联网业务快速上升；同时公司加大了5G产品的研发，研发费用增加；本期融资金额大于去年同期，财务费用增加，预计2019年1-9月归属于上市公司股东的净利润变动区间为7,500万元至8,800万元.

### ordinal=04832 type=略减 ts_code=002320.SZ end_date=20181231 ann_date=20190125 update_flag=0
REASON: 2018年第四季度，受我国宏观经济景气程度下降及海南省一些经济指标下滑等因素影响，琼州海峡客滚运输市场运输量有所下滑，加之湛徐高速徐闻港支线的建成通车，车辆可直通粤海铁北港码头，分流了公司运量。因此，新的业绩预告利润水平下降区间超出前期业绩预告区间。

### ordinal=04833 type=略减 ts_code=002326.SZ end_date=20190930 ann_date=20190903 update_flag=0
REASON: 本报告期内公司订单充足，主营业务收入稳步增长，尤其第三季度销售收入快速增长，盈利水平明显提升，因此预计2019年前三季度归属于上市公司股东的扣除非经常性损益的净利润与上年同期相比增幅较大，预计同比增长70.16%至88.29%。公司主业利润大幅增长，但由于本报告期内非经常性损益较上年同期24,019.74万元减少较多（上年非经常性损益主要系投资收益），导致归属于上市公司股东的总体净利润预计下降19.41%至28.40%。

### ordinal=04834 type=略减 ts_code=002348.SZ end_date=20191231 ann_date=20191025 update_flag=0
REASON: 1、第4季度玩具订单减少，公司玩具业务生产成本增加，玩具行业市场竞争激烈，毛利率降低；2、教育信息化业务营业收入同比大幅下降，贡献归属于母公司的净利润减少。

### ordinal=04835 type=略减 ts_code=002389.SZ end_date=20191231 ann_date=20191024 update_flag=1
REASON: 膜业务较为稳定，无人机业绩稳步提升。

### ordinal=04836 type=略减 ts_code=002422.SZ end_date=20190630 ann_date=20190713 update_flag=0
REASON: 1.公司加强市场开拓，继续优化产品结构，输液和非输液制剂收入和毛利增长；2.新产品持续投入市场，销量逐步放大，销售收入及毛利大幅增长；3.公司持续大力推进“创新驱动”战略，研发费用较同期增加；4.原料药中间体市场竞争加剧，以及所得税免税优惠政策2018年到期，子公司伊犁川宁生物技术有限公司利润同比下降。

### ordinal=04837 type=略减 ts_code=002422.SZ end_date=20190930 ann_date=20191015 update_flag=0
REASON: 1.公司加强输液和非输液制剂市场开拓，继续优化产品结构，收入和毛利增长；2.新产品持续投入市场，销量逐步放大，销售收入及毛利大幅增长；3.公司持续大力推进“创新驱动”战略，研发费用较同期增加；4.抗生素中间体市场价格较去年同期下降，以及子公司伊犁川宁生物技术有限公司所得税免税优惠政策2018年到期，其利润同比下降。

### ordinal=04838 type=略减 ts_code=002433.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: （1）因国家银根收紧，亳州健康产业产品销售收入不达预期；（2）因经营需要，银行借款增加，财务费用较去年同期增长。

### ordinal=04839 type=略减 ts_code=002433.SZ end_date=20190331 ann_date=20190330 update_flag=0
REASON: 受宏观经济影响，亳州健康产业销售收入下降；中药饮片销售收入下滑较大；财务费用增长，故公司2019年第一季度经营业绩有所下滑。

### ordinal=04840 type=略减 ts_code=002455.SZ end_date=20190930 ann_date=20191010 update_flag=0
REASON: 公司业绩下降，主要系受整体经济环境变化影响，加之化工行业安全环保整治力度加强，下游行业的需求有所放缓，市场竞争加剧，导致主要产品毛利有所下降。

### ordinal=04841 type=略减 ts_code=002479.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 受宏观经济和各工业园区内企业环保设备提标改造的影响，公司服务的园区下游部分企业产能释放缓慢，根据公司子公司的经营情况及未来的行业情况，公司认为其存在商誉减值迹象，具体金额尚待审计、评估机构进行审计、评估后方可确定，因此基于谨慎原则及精确性考虑，公司将2018年度归属于上市公司股东的净利润修正为比上年同期下降50.00%-30.00%。

### ordinal=04842 type=略减 ts_code=002479.SZ end_date=20190331 ann_date=20190329 update_flag=0
REASON: 1、受宏观经济和各工业园区内企业环保设施提标改造的影响，改造阶段供热需求下降，公司服务的园区下游部分企业产能释放缓于预期。2、随着环保标准的不断提高，公司的运营成本有较大幅度增加。

### ordinal=04843 type=略减 ts_code=002482.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 1、公司2017年度产生较大非经常性损益，非经常性损益金额为15,560.61万元；2、公司2018年度期间费用上升，资产减值损失同比增加。

### ordinal=04844 type=略减 ts_code=002493.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 本次修正2018年度业绩的主要原因是受四季度大宗商品价格波动和原油价格的影响，公司所在的石化化纤产业链产品整体盈利水平有所下降。

### ordinal=04845 type=略减 ts_code=002503.SZ end_date=20181231 ann_date=20190129 update_flag=0
REASON: 1、由于市场环境的变化，第四季度公司供应链管理业务下降。2、随着公司融资成本增加，需支付的财务费用同比有较大的增长。3、目前服装行业经营压力较大，随着存货的增加，需要根据市场的变化做出调整，本期要计提的存货跌价准备增加。

### ordinal=04846 type=略减 ts_code=002555.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 主要因2018年度受到版号限制、游戏行业增速整体下滑等原因的影响，公司子公司上海墨鹍数码科技有限公司（以下简称“上海墨鹍”）研发和发行不达预期，导致其主要游戏在2018年第四季度未能上线并产生收入及利润，使得上海墨鹍的经营业绩低于预期。经审计和评估后，公司拟计提相应的商誉减值准备95,983.37万元；同时上海墨鹍存在业绩承诺，补偿义务人需进行业绩补偿和减值补偿，根据补偿协议计算，交易对方需支付的股份和现金补偿的金额合计约为47,879.05万元（未经审计），考虑补偿后，本次商誉减值、业绩补偿和减值补偿事项合计导致2018年度合并报表归属于母公司所有者的净利润减少约48,104.32万元（未经审计），具体财务数据以公司经审计后正式披露的2018年年度报告为准。上海墨鹍计提商誉减值准备事宜尚需提交股东大会审议，具体详见《关于计提商誉减值准备的公告》（公告编号：2019-021）。除上述事项外，公司2018年度经营情况正常，若不考虑上述计提商誉减值准备及补偿对公司利润的影响，公司预计2018年度全年业绩的情况符合公司于2018年第三季度报告中对公司2018年度经营业绩预告的情况。

### ordinal=04847 type=略减 ts_code=002585.SZ end_date=20190930 ann_date=20190828 update_flag=0
REASON: 加快技术创新，产品开发，研发投入加大，持续产品结构调整，开拓市场，增加销售。

### ordinal=04848 type=略减 ts_code=002588.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 2018年前三季度，公司原料成本有所上涨，但下游需求较弱，上涨的成本难以向下传导，导致产品毛利下降。第四季度原料价格下行，下游需求有所推迟，公司第四季度销售量同比也有所下降。受上述因素影响，公司预计2018年全年净利润在原预计净利润变动区间基础上有所下降。

### ordinal=04849 type=略减 ts_code=002594.SZ end_date=20191231 ann_date=20191030 update_flag=0
REASON: 受宏观经济形势影响，预计第四季度汽车行业整体市场需求依然疲弱，叠加燃油汽车价格体系变化的冲击及新能源汽车补贴大幅退坡的影响，新能源汽车行业销量不及预期，预计集团新能源汽车业务盈利较去年同期也有一定幅度的下滑。传统燃油汽车业务方面，市场竞争更趋激烈，但随着宋pro等新车型销量的稳步提升，预计第四季度燃油汽车业务将有所恢复。手机部件及组装业务方面，随着国际贸易争端对行业领导品牌厂商影响的逐渐减弱，预计公司核心战略客户的需求继续改善，推动公司手机部件及组装业务持续恢复。光伏业务方面，随着行业需求改善，预计第四季度光伏业务收入将有所恢复。

### ordinal=04850 type=略减 ts_code=002596.SZ end_date=20181231 ann_date=20190130 update_flag=0
REASON: 1、公司PPP项目融资未能在预计的时间内取得，导致PPP项目四季度工程进度未能达到预期，因此公司园林绿化板块业务营业收入及利润均出现下滑。2、公司四季度特别是12月份销售回款未能达到预期，同时部分应收账款账龄结构发生变化，导致公司应收账款坏账准备计提增加。

### ordinal=04851 type=略减 ts_code=002597.SZ end_date=20190331 ann_date=20190319 update_flag=0
REASON: 受到宏观经济影响，2018年第一季度整体大宗化学品价格均处于高位，2019年第一季度大宗化学品价格较同期相比降幅较大；同时，受到行业格局变化和行业竞争的影响，公司主要食品添加剂产品乙基麦芽酚和三氯蔗糖产品价格较同期相比降幅较大。

### ordinal=04852 type=略减 ts_code=002597.SZ end_date=20190630 ann_date=20190703 update_flag=0
REASON: 受到宏观经济影响，2019年上半年度部分大宗化学品价格较2018年同期相比下降；同时，受到行业格局变化和行业竞争的影响，公司主要食品添加剂产品乙基麦芽酚和三氯蔗糖产品价格较上年同期相比降幅较大。

### ordinal=04853 type=略减 ts_code=002597.SZ end_date=20191231 ann_date=20191030 update_flag=0
REASON: 本报告期内，受到行业格局变化和行业竞争的影响，公司主要食品添加剂产品甲乙基麦芽酚和三氯蔗糖价格较上年同期相比降幅较大；同时，受到宏观经济影响，2019年度部分大宗化学品价格和销量较2018年同期相比有所下降。

### ordinal=04854 type=略减 ts_code=002602.SZ end_date=20190930 ann_date=20191015 update_flag=0
REASON: 盛跃网络科技（上海）有限公司（以下简称“盛跃网络”）已于2019年6月并入公司合并报表范围。盛跃网络在合并日前后均受控股股东浙江华通控股集团有限公司最终控制且该控制并非暂时性的，故该交易属于同一控制下企业合并，因此比较期间合并财务报表数据已进行重述。本报告期业绩预告较重述后比较期间业绩波动的主要原因系储备游戏项目的研发费用增加、为股份回购而产生的借款利息费用增加以及可比期间存在较大因处置子公司而获得非经常性收益。

### ordinal=04855 type=略减 ts_code=002650.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 本次修正公司2018年1-12月业绩预计为-30%到-10%，主要原因系公司报告期植物油、酱油未达到预期销售；为提升产品品质，对酱油配方进行提质改造，加大成本投入；生产经营所用包装原材料采购价格受市场环境影响上涨，对生产成本影响较大；管理费用修理费等增加所致。

### ordinal=04856 type=略减 ts_code=002658.SZ end_date=20181231 ann_date=20190131 update_flag=0
REASON: 报告期内，由于公司人员增加导致各项费用增长幅度较大，同时，公司加大研发投入力度导致研发费用增加。受此影响，预计2018年度归属于上市公司股东的净利润较去年同期下降。

### ordinal=04857 type=略减 ts_code=002665.SZ end_date=20190630 ann_date=20190713 update_flag=0
REASON: 本报告期归属于上市公司股东的净利润较上年同期下降主要是公司报告期较上年同期收入下降和政府补贴减少所致。

### ordinal=04858 type=略减 ts_code=002700.SZ end_date=20190630 ann_date=20190425 update_flag=0
REASON: 1、自2018年6月10日居民用气门站价格按非居民基准门站价格执行以来，天然气价格不断上涨，2018年11月至2019年3月采暖期间非居民用气在基准门站价格基础上分均衡1、均衡2、调峰量价格分别上涨20%、30%、37%；2019年根据中石油有关2019-2020年度天然气购销合同相关事宜的函，2019年6月10日以后居民用气将再次执行上浮，非居民用气价格自2019年4月1日至10月31日（非采暖期）上浮20%，2019年11月1日至2020年3月31日（采暖期）均衡量1上浮20%、均衡量2和调峰量均上浮45%，额外气价格随行就市。由于上游用气价格调整导致公司天然气采购成本增加，而居民终端销售价格一直未调整，公司利润不断下滑；2、本报告期上海源晗及其子公司处于初建阶段，存在人工成本、租赁费、项目开办费等期间费用较大。

### ordinal=04859 type=略减 ts_code=002719.SZ end_date=20190630 ann_date=20190425 update_flag=0
REASON: 1、由于社会平均人工成本上涨而导致公司整体人工成本上涨；2、公司对现有门店进行翻新改造，导致摊销成本的增加。

### ordinal=04860 type=略减 ts_code=002719.SZ end_date=20190930 ann_date=20190826 update_flag=0
REASON: 因本报告期半年度业绩的营业利润较上年同期减少39.45%，影响第三季度累计净利润变动幅度。

### ordinal=04861 type=略减 ts_code=002721.SZ end_date=20190630 ann_date=20190713 update_flag=0
