# fcst-reason-struct-full wave(batch) 008 输入渲染（由 render_batch.py 从 row_index.parquet 生成，schema v1）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=04200 type=扭亏 ts_code=300711.SZ end_date=20240331 ann_date=20240411 update_flag=0

### ordinal=04204 type=扭亏 ts_code=300721.SZ end_date=20240630 ann_date=20240717 update_flag=0
REASON: 1、报告期内，醇醚和醇醚酯业务继续保持增长。公司根据市场和生产经营情况，积极调整生产计划及产品品种结构，充分发挥柔性化生产装置的优势，把握部分产品货紧价高的机会，深耕开拓市场，捕捉市场空缺，使得醇醚及醇醚酯类产品销售数量同比增加。得益于产品销售数量的增加，醇醚及醇醚酯类产品的产能利用率进一步提升，单位产品成本下降，产品销售毛利率同比增加；控股子公司泰兴怡达双氧水装置产能负荷不断提升，双氧水产品产销量大幅度增加，双氧水产品同比实现盈利，从而减少了控股子公司泰兴怡达的亏损金额。因此，公司2024年半年度实现整体扭亏为盈。2、报告期内，控股子公司泰兴怡达环氧丙烷装置持续进行技术改造工程，环氧丙烷产品未能实现生产和销售，但双氧水装置产能利用率大幅提升，双氧水的销售量和销售额大幅提升。因此，公司营业收入同比基本持平。下阶段公司将在做好安全生产、环境保护和正常生产经营工作的前提下，快速推进泰兴怡达“年产15万吨环氧丙烷装置技改项目”，争取早日实现生产销售。同时加快推进“年产22万吨环氧丙（乙）烷洐生产品技改项目”的实施，充分发掘并整合环氧丙烷上下游产业链延伸的优势，抓住市场并努力做好生产经营，提升公司盈利能力和经营业绩，为公司的长期稳定发展奠定基础。报告期内，公司非经常性损益对净利润的影响预计约为-64万元。

### ordinal=04205 type=扭亏 ts_code=300731.SZ end_date=20231231 ann_date=20240129 update_flag=0
REASON: 2023年度，公司预计营业收入为54,000.00万元-60,000.00万元，较上年同期增长3.79%-15.32%；公司预计归属于上市公司股东的净利润为1,850.00万元-2,750.00万元，较上年同期增长169.26%-202.95%。公司业绩变动主要原因如下：1、2023年度，公司积极应对外部环境变化，在夯实与客户战略合作的基础上，加大市场开拓力度，持续提升市场份额，其中公司高分子材料领域的汽车密封件业务收入在2023年度获得大幅提升。另一方面，2023年度公司持续推动“降本增效”工作，不断进行管理创新和工艺优化，同时有效控制各项费用支出，公司盈利能力不断改善。2、预计报告期内非经常性损益对当期净利润的影响为1,500.00万元，主要系公司在2023年度收到的政府补助、金融资产的公允价值变动以及处置联营企业的投资收益。扣除非经常损益后的净利润预计较上年同期增长115.55%-123.25%。

### ordinal=04206 type=扭亏 ts_code=300752.SZ end_date=20231231 ann_date=20240123 update_flag=0
REASON: 1、2023年1-12月归属于上市公司股东的净利润及扣除非经常性损益后的净利润同比上涨，主要原因是本年度终端消费电子市场逐渐回暖，公司保持Mini-LED先发优势，加大在智能座舱、智能穿戴及消费电子等显示领域市场的拓展力度，不断优化公司的产品结构，公司产品毛利率提升所致。同时，随着公司不断加强内部管理，提升运营效率，降本增效取得良好效果，综合致使公司业绩逐步好转。2、报告期内，计入当期损益的非经常性损益对公司净利润的影响约为2,600万元-3,800万元，其主要系计入当期损益的政府补助及部分存货的存货跌价准备转回。

### ordinal=04207 type=扭亏 ts_code=300753.SZ end_date=20231231 ann_date=20240125 update_flag=0
REASON: 2023年度业绩变动的主要原因如下：1、报告期内，公司急性疼痛业务随着外部经济环境逐渐恢复，国内住院患者手术量增加，营业收入实现增长；公司鼻腔及上气道管理业务随着五官科门诊的恢复，线下业务收入回升；同时公司加大了线上电商平台、新媒体及直播等相关渠道的推广和布局，线上业务同比增长，整体利润扭亏为盈。2、预计报告期内非经常性损益对当期净利润的影响约为405万元。

### ordinal=04208 type=扭亏 ts_code=300756.SZ end_date=20231231 ann_date=20240130 update_flag=0
REASON: 1、2023年，随着公司所处行业逐步复苏、2020年底建成的“游乐设施建设项目”研发生产基地产能陆续释放，公司产品交付速度相较过去三年明显加快，公司根据市场情况积极调整营销策略，抢占市场先机，推出多款“高性价比”产品，实现营收规模及市场份额稳步提升。预计全年实现营业收入相较2022年增长约81.79%，整体营收规模超越2019年同期水平，达历年最高，归属于上市公司股东的净利润实现扭亏为盈。2、受益于公司近年技术实力提升，公司产品逐步获得国际市场青睐。报告期内，随着线下正常商务交流恢复，公司进一步加大国际市场拓展力度，取得良好的进展，新签订单同比上升，整体在手订单保持充沛，为公司未来业绩长效增长提供有力支撑。3、为更加真实、公允地反映公司财务状况及资产价值，保障公司长期健康稳定发展，基于审慎性原则，公司预计2023年度计提信用减值损失、资产减值损失合计约6,160.00万元，预计将减少2023年度归属于上市公司股东的净利润5,217.90万元。4、报告期内，非经常性损益对归属于上市公司股东的净利润影响金额约为1,325万元。

### ordinal=04209 type=扭亏 ts_code=300758.SZ end_date=20231231 ann_date=20240125 update_flag=0
REASON: 报告期内，公司持续加强市场拓展，主营业务市场开始逐渐回暖。为了进一步提升公司经营效率，公司深入推进精益管理和生产，实现了降本增效目标。同时，技术创新以及产品的应用研发也取得了显著成果，新材料产品陆续落地见效。这些优化措施的实施，有效地提升了公司经营质量，为公司下一年度和未来发展奠定了坚实基础。公司预计2023年度非经常性损益约1,260万元，主要由政府补助及处置联营企业股权收益构成。上年同期金额为571.60万元。

### ordinal=04210 type=扭亏 ts_code=300758.SZ end_date=20240630 ann_date=20240715 update_flag=0
REASON: 公司在报告期内通过加强市场拓展、把握行业新机遇、灵活调整销售策略，并注重技术创新与产品应用研发等多方面的努力，实现了经营业绩的恢复与增长。高性能有机颜料产品的产销量显著增长，综合毛利率提升。同时，新材料产品的成功落地也进一步提升了公司的整体经营质量。公司预计2024年半年度非经常性损益约543.34万元，主要由计入当期损益的政府补助及单独进行减值测试的应收款项减值准备转回构成。上年同期金额为990.23万元。

### ordinal=04211 type=扭亏 ts_code=300758.SZ end_date=20240930 ann_date=20241014 update_flag=0
REASON: 公司在报告期内通过加强市场拓展、把握行业新机遇、灵活调整销售策略，并注重技术创新与产品应用研发等多方面的努力，实现了经营业绩的恢复与增长。高性能有机颜料产品的产销量显著增长，综合毛利率提升。同时，新材料产品的成功落地也进一步提升了公司的整体经营质量。公司预计2024年前三季度非经常性损益约1,020万元，主要由计入当期损益的政府补助、其他非流动金融资产分红收益及单独进行减值测试的应收款项减值准备转回构成。上年同期金额为1,219.99万元。

### ordinal=04212 type=扭亏 ts_code=300761.SZ end_date=20240630 ann_date=20240722 update_flag=0
REASON: 1、报告期内，公司黄羽肉鸡出栏同比增长10.69%，叠加养殖成本回落，养鸡板块实现较好盈利。2、报告期内生猪行情回暖，公司肉猪出栏量、销售均价同比增长；养猪生产成绩和生产效率稳步提升，养殖成本逐月下降；二季度养猪板块扭亏为盈。

### ordinal=04213 type=扭亏 ts_code=300773.SZ end_date=20231231 ann_date=20240131 update_flag=0
REASON: 1、公司2023年归属于上市公司股东的净利润预计为4.4亿元—6.6亿元，相比去年预计增长18.77亿元—20.97亿元，增幅较大的主要原因是2022年归属于上市公司股东的净利润受资金退还事项影响导致产生亏损。若剔除上述因素影响，公司2023年归属于上市公司股东的净利润，同比增速约为45%–118%，其中，非经常性损益对净利润的影响金额预计约为6500万元。2、报告期内，公司把握国内线下消费场景恢复的有利条件，产品创新与市场拓展并举，全年实现支付交易金额4.51万亿元，其中扫码交易金额超过1.2万亿元，同比增长31%。2023年公司收入增长，毛利率提高，主营业务的盈利能力进一步提升。

### ordinal=04214 type=扭亏 ts_code=300805.SZ end_date=20231231 ann_date=20240131 update_flag=0
REASON: 1、报告期内实现净利润扭亏为盈，主要原因如下：（1）报告期内，公司强化精益管理，在保持总业务规模增长的基础上，综合费用率进一步下降，管理效率和运营效果显著提升。（2）报告期内，公司积极拓展营销服务新行业新客户，以及持续加大新业务开发，如医疗大健康产业营销服务、新能源汽车销售与出行业务、自有品牌孵化等业务都取得一定进展。2、2023年度非经常性损益对净利润的影响金额约805.00万元。2022年度非经常性损益对净利润的影响金额为1,002.01万元。

### ordinal=04215 type=扭亏 ts_code=300808.SZ end_date=20231231 ann_date=20240130 update_flag=0
REASON: 本期业绩变动的主要原因系公司本期出售不动产导致，影响净利润金额4,500万元-5,000万元，出售不动产项目属于非经常性损益。

### ordinal=04216 type=扭亏 ts_code=300816.SZ end_date=20231231 ann_date=20240130 update_flag=0
REASON: 报告期内，公司业绩变动主要原因如下：1、受益于非道路国四的实施，为业务带来新的增长点，同时，随着公司业务面的扩展，公司柴油机业务、汽油机业务实现稳定增长；2、随着船舶国二标准的实施，子公司合肥中海蓝航科技有限公司业务进一步扩大，销量额增长明显，实现盈利；3、公司持续推进降本增效，各项成本费用投放效率有所提升；4、人民币兑欧元汇率下行，导致汇兑损失约500万元；5、公司根据《企业会计准则第8号—资产减值》及相关会计政策规定，对公司含商誉的资产组账面价值进行了减值测试，初步判断其存在减值迹象，按照审慎性原则，公司预计计提商誉减值金额不低于2,000万元。截至目前，相关商誉减值测试工作尚在进行中，上述预计的经营业绩及商誉减值影响额为初步测算结果，最终商誉减值准备计提金额需依据公司聘请的具备相关资格的评估机构及审计机构进行评估和审计后确定；6、公司2023年非经常性损益金额约3,000万元-4,000万元，主要系闲置资金理财收益和政府补助。

### ordinal=04217 type=扭亏 ts_code=300818.SZ end_date=20240331 ann_date=20240329 update_flag=0
REASON: 1、近两年来，公司按既定发展战略，积极开发国际市场，取得较好成绩。2024年一季度，营业收入预计较去年同比增长超40%，其中出口收入占比超60%。2、公司继续坚持以市场为主、客户为先的销售策略，维护好老客户的同时，积极开发大型矿山客户，合同签订额继续保持较快速度增长。磨机筒体复合衬板市场推广取得一定进展。3、2023年以来，公司积极实施精益管理、工作质量提升活动，推进降本增效取得显著效果。报告期内，公司运营及生产成本进一步下降，毛利率持续回升。4、报告期内，预计非经常性损益对净利润影响金额约为30.52万元。

### ordinal=04218 type=扭亏 ts_code=300821.SZ end_date=20240630 ann_date=20240708 update_flag=0
REASON: 2024年上半年，面对复杂多变的国际形势和风险挑战，公司苦练内功，提质增效，稳产能，拓市场，强化成本管控，完成了上半年各主要经济指标目标任务，产品的产量、销量及营业收入均有所增长，单位生产成本下降，产品毛利率提升。报告期内，公司预计实现归属于上市公司股东的净利润6,200万元–6,800万元，比上年同期增长132.37%至135.50%。但是，受行业产能扩张、下游需求不足等多重因素影响，未来有机硅市场仍具有较大不确定性，可能对公司业绩造成不利影响，请广大投资者注意风险。

### ordinal=04219 type=扭亏 ts_code=300842.SZ end_date=20231231 ann_date=20240131 update_flag=0
REASON: 2023年，光伏行业继续快速发展，公司立足市场最新技术前沿，持续引领N型TOPCon技术的发展并致力于TOPCon金属化浆料的提效降本。随着N型TOPCon电池的快速产业化，公司凭借TOPCon技术和产品的持续领先性，实现了应用于N型TOPCon电池的全套导电银浆产品出货量的快速增加以及销售占比的持续提升，使得公司经营业绩大幅提高。

### ordinal=04220 type=扭亏 ts_code=300859.SZ end_date=20231231 ann_date=20240123 update_flag=0
REASON: 2023年业绩较上年同期扭亏为盈的主要原因：随着2023年国内旅游行业的快速复苏和新疆继续深入实施旅游“兴疆战略”，特别是新疆独特的旅游资源，吸引了广大游客来新疆旅游度假。报告期内，公司积极把握行业复苏机遇，一方面致力于提升公司综合管理水平和经营质量，持续强化内控管理，落实降本增效措施，优化公司精细化管理水平；另一方面对外积极拓展营销策略，通过开展2023年景区项目推介签约大会、文明旅游启动仪式、开湖节、明月出天山、大锅羊肉节等一系列文旅活动，加强景区宣传力度，持续提升公司景区的美誉度和影响力，有效的提升游客流量。2023年1-12月，公司预计归属于上市公司股东的净利润为8,660.00万元至10,660.00万元。2023年1-12月，公司预计非经常性损益对归属于上市公司股东的净利润影响金额约200.00万元，上年同期为189.77万元。报告期内，公司通过全员不懈努力实现了扭亏为盈目标。

### ordinal=04221 type=扭亏 ts_code=300877.SZ end_date=20231231 ann_date=20240130 update_flag=0
REASON: 1、2023年公司围绕发展战略和年度经营目标，通过优化内部管理、深耕细作市场、强化成本管控、降本增效等方式努力降低市场波动对公司的影响，致使公司业绩逐步好转。2、2023年公司营业收入增长，公司上游原材料价格同比下降，产品综合毛利率提升，公司主营业务逐步改善，同时资产减值损失减少，公司经营业绩回升。3、报告期内，预计非经常性损益金额约为2,400万元至2,700万元，主要为理财投资收益及政府补助。

### ordinal=04222 type=扭亏 ts_code=300902.SZ end_date=20240630 ann_date=20240725 update_flag=0
REASON: 公司按照年初既定经营计划，聚焦主业，有序开展各项任务，2024年上半年，公司业务收入持续增长，同时单独进行减值测试的应收款项、合同资产减值准备等转回，利润同步增长。

### ordinal=04223 type=扭亏 ts_code=300912.SZ end_date=20231231 ann_date=20240130 update_flag=0
REASON: 报告期内，公司实现归属于上市公司股东的净利润扭亏为盈，主要原因如下：1、本公司的主要客户为商用车、非道路等车企，受宏观经济、行业政策推动、消费市场需求回暖等因素影响，报告期内，公司经营业绩同比实现了恢复性增长；2、报告期内，公司不断优化产品结构，推出降本增效措施，提升精益管理水平。一方面，公司通过采购降本、设计优化和预测管控等降本措施，毛利率较去年实现了大幅改善；另一方面，公司实施精细化管理，加强预算管理控制，严控期间费用支出，三项费用较去年同期实现了下降；3、报告期内，预计非经常性损益对净利润的影响金额约为1,800万。

### ordinal=04224 type=扭亏 ts_code=300931.SZ end_date=20231231 ann_date=20240131 update_flag=0
REASON: （一）2023年公司通过采取一系列措施努力降本增效，积极开拓市场，扩大销售规模，主营业务收入稳定增长。（二）2023年公司信用减值损失较上年同期大幅下降。

### ordinal=04225 type=扭亏 ts_code=300972.SZ end_date=20240630 ann_date=20240729 update_flag=0
REASON: 公司持续专注于量贩零食业务和食用菌业务的高质量发展，积极响应国家“促消费、扩内需”的政策号召，通过不断提升自身经营效率，力求为广大消费人群以高性价比提供高品质的产品和消费体验。截至2023年末，公司已在我国华东地区和北方地区等多个省份和区域成为门店数量领先的量贩零食头部品牌，品牌势能、消费者忠诚度、优质加盟商资源以及本地化门店规划选址经验等都得到了充分积累，旗下“好想来品牌零食”已成为全国知名连锁品牌。2024年以来，公司继续加快量贩零食业务的全国化发展扩张，经营表现持续向上。截止本报告期末，公司货币资金约21亿元，支持各项业务发展所需资金充足。2024年1-6月公司业绩变化的主要原因如下：一、量贩零食业务板块持续向好1、业务高速高质发展，公司规模优势持续累积：截至报告期末，公司门店数量较上年同期实现大幅增长，对应营业收入同比大幅度增长。报告期内量贩零食业务收入预计105亿元-110亿元，收入超去年全年，报告期同比增长438.84%-464.50%（其中，2024年第一季度营业收入46.95亿元，第二季度约58亿元-63亿元）。2、经营效益持续提升，零食业务净利率稳步向上：为保证业务长期可持续发展，公司持续打造自身的供应链优势、仓储物流优势、品牌建设能力、组织精细化管理优势、数字化赋能优势等。同时健全优化公司长效激励机制，充分激发量贩零售业务团队主观能动性。多举并措之下，公司经营效率不断提升，盈利能力持续增强。报告期内，量贩零食业务剔除股份支付费用后，净利润预计2.70亿元-2.94亿元，净利率约为2.57%-2.67%（其中，2024年第一季度净利率2.50%，第二季度约为2.63%-2.80%），量贩零食业务净利率持续环比稳步提升。二、食用菌业务板块受市场环境影响受食用菌市场行情变动、供需关系变化等市场因素以及食用菌第二季度进入季节性价格淡季等原因影响，公司主要产品金针菇销售价格同比下降幅度较大，本报告期内食用菌业务产生亏损。后续公司将持续优化食用菌质量管理、强化自身品牌优势，通过提高单产及产品质量，降低产品成本等方式，多种措施并举努力提高食用菌产品综合竞争力。

### ordinal=04226 type=扭亏 ts_code=300985.SZ end_date=20231231 ann_date=20240130 update_flag=0
REASON: 1、2023年国内天然气重卡车销量大幅回升，天然气重卡产销量同比、环比均实现大幅增长。上年同期天然气重卡销量较低，本报告期较上年气价相对较低、运价低等因素为天然气重卡销量大幅增长创造了条件。2023年LNG天然气价持续相对低价位，LNG重卡的燃料经济性优势明显，导致终端用户购买LNG重卡积极性增加，LNG重卡产销量旺盛。天然气重卡热销，为公司车载液化天然气系统产品生产和销售提供了有利的市场环境。2、根据“国家第六阶段机动车污染物排放标准”的要求，自2023年7月1日起，全国范围全面实施国六排放标准6b阶段，禁止生产、进口、销售不符合国六排放标准6b阶段的汽车，国6b环保标准全面实施，导致燃油重卡的价格将比国6a更高，因此，相对燃油重卡，价格一直居于下降通道的燃气重卡成本优势进一步显现，对燃气重卡市场产生积极影响。3、公司新建项目石墨化锂离子负极材料产品对公司的经营业绩和盈利能力不及预期。

### ordinal=04227 type=扭亏 ts_code=300996.SZ end_date=20240630 ann_date=20240716 update_flag=0
REASON: 2024年上半年，公司继续坚持“聚焦战略客户、聚焦优势业务”的发展战略，加大战略客户与优势业务开拓力度，提升公司研发效率与项目管理水平，合理控制人员规模及成本费用支出，加强应收款项催收，较好的完成了上半年各项工作任务，公司新签订单、营业收入、利润均实现同比增长。本报告期内，预计实现营业收入1.9亿元-2.0亿元，较上年同期1.52亿元预计增长25%-32%。本报告期内，非经常性损益预计对公司净利润的影响金额约为500万元，主要系委托理财收益增加所致。

### ordinal=04228 type=扭亏 ts_code=301001.SZ end_date=20231231 ann_date=20240126 update_flag=0
REASON: 报告期内，公司从健全内控流程管理、严格管控各项成本费用，降低人工成本，持续优化资产结构，精细化库存管理、数字化转型等多维度，多措施，全方面大力推动降本增效，提升公司综合治理水平，实现经营效益的提升。报告期内，预计公司非经常性损益对净利润的影响金额约为人民币400万元，主要系政府补助对净利润的影响。

### ordinal=04229 type=扭亏 ts_code=301009.SZ end_date=20231231 ann_date=20240129 update_flag=0
REASON: 1、报告期内，公司持续加强自有品牌的市场推广，取得了较好的增长。2、报告期内，公司积极开展降本增效工作，提升内部管理效率，原材料采购价格同比下降，美元兑人民币中间价回升，毛利率同比提升。

### ordinal=04230 type=扭亏 ts_code=301011.SZ end_date=20231231 ann_date=20240127 update_flag=0
REASON: 本报告期公司归属于上市公司股东的净利润较上年已实现扭亏为盈，经营业绩显著提升。主要原因为：1、前期宏观环境影响逐步消除，居民生活及文化娱乐消费恢复常态，国内室内游乐业态正常经营，公司经营状况较去年同期明显改善。2、报告期内线下体验式消费恢复较快，下游游乐场客户投资新增门店意愿显著提高，公司游戏游艺设备销售持续增长。同时，随着公司动漫卡通设备投放数量、覆盖区域稳步扩大，公司动漫IP衍生产品销售收入大幅提升。3、公司增强产品宣传力度，协同线上线下营销，持续渗透不同年龄层的用户，开拓新用户认知，培养用户粘性；同时坚持差异化创新，推进产品更新迭代，多管齐下保障销售额稳步增长，公司盈利能力持续提升。

### ordinal=04231 type=扭亏 ts_code=301012.SZ end_date=20240630 ann_date=20240722 update_flag=0
REASON: 本报告期预计净利润较上年同期上升，主要原因是报告期内国内及国外销售订单同比增加，销售收入增加，盈利增加；前期结存的高价原材料库存已消化，报告期毛利率增加。

### ordinal=04232 type=扭亏 ts_code=301051.SZ end_date=20231231 ann_date=20240112 update_flag=0
REASON: 2023年度，公司秉持高质量发展理念，营业收入及净利润稳步增长，归属于上市公司股东的净利润扭亏为盈，具体原因如下：（一）公司产品结构逐步优化，3D玻璃盖板的产销量较2022年提升较大；（二）公司持续优化成本，通过自动化导入、工艺优化、供应链整合等措施降本提效；（三）公司通过股权激励的实施，提高员工主观能动性，使得良率提升。

### ordinal=04233 type=扭亏 ts_code=301051.SZ end_date=20231231 ann_date=20240308 update_flag=0
REASON: 1、2023年12月22日，中国证监会发布了《公开发行证券的公司信息披露解释性公告第1号——非经常性损益（2023年修订）》（证监会公告〔2023〕65号），新增与股份支付相关的列举项目，修改了政府补助、金融资产和金融负债等若干列举项目。公司在之前进行业绩预计时，对其理解不够充分，未将符合经常性损益确认标准的政府补助划分进经常性损益。公司将符合经常性损益确认条件标准的政府补助分类为经常性损益后，经初步估算，相关业务对合并报表归属于上市公司股东的非经常性损益为517万元，因此对前次发布的业绩预告进行修正。2、本次业绩预告修正对2023年度归属于上市公司股东的净利润无影响。

### ordinal=04234 type=扭亏 ts_code=301066.SZ end_date=20231231 ann_date=20240129 update_flag=0
REASON: 1、2023年，随着国内生产生活的有序恢复，消费场景的拓展，促消费政策的落地，公司抓住这一机遇，通过持续的创新和市场营销策略，加大对线上线下业务的拓展力度，不断开拓新的市场空间，公司的销售规模和利润实现较大幅度增长。同时在杭州亚运会召开的影响下，公司通过供应、销售特许产品、赞助、宣传等方式与亚运会紧密合作，进一步提升了品牌知名度和形象，赢得了消费者的信任和认可。2、报告期内，公司2023年度非经常性损益对净利润的影响金额为500万元至720万元，主要系计入当期损益的政府补助收入所致，上年同期非经常性损益金额为1,532.04万元。

### ordinal=04235 type=扭亏 ts_code=301159.SZ end_date=20231231 ann_date=20240129 update_flag=0
REASON: 报告期内，公司归属于上市公司股东的净利润和扣除非经常性损益后的净利润预计扭亏为盈的主要原因如下：2023年国内经济形势逐步向好，公司依托前期研发投入赋予主营业务产品的核心竞争力，紧抓数字经济发展机遇，积极开拓业务市场，因此2023年营业收入较上年实现了一定增长，归属于上市公司股东的净利润实现扭亏为盈。

### ordinal=04236 type=扭亏 ts_code=301260.SZ end_date=20240630 ann_date=20240703 update_flag=0
REASON: 1.收入方面：公司销售收入同比增长，主要原因是2024年下游客户基本结束主动去库存，公司自有品牌及ODM业务均有较为显著提升。公司目前在手订单充足，截至2024年6月底在手订单约7亿元，去年同期约3亿元，同比增长超100%。2.利润方面：2024年上半年净利润较去年同期大幅扭亏转盈，主要是因为销售收入同比增长且期间费用得到有效管控。公司将继续执行费用控制要求，确保经营及财务状况稳健发展，预计下半年盈利能力同比将持续回升。

### ordinal=04237 type=扭亏 ts_code=301308.SZ end_date=20240630 ann_date=20240719 update_flag=0
REASON: 1、报告期内全球半导体存储市场处于行业上升周期，与去年同期的行业下行周期形成鲜明对比。公司作为行业的重要参与者，提前预判行业宏观趋势，充分发挥规模、技术、封测、供应链、产品，以及市场品牌等各方面的综合优势，多措并举的大力拓展公司各项业务，并取得明显成效。2、2023年下半年，公司分别实现了对力成科技（苏州）有限公司（现已更名为“元成科技（苏州）有限公司”），以及SMARTModularTechnologiesdoBrasil‐IndústriaeComérciodeComponentesLtda.（现已更名为“ZiliaTechnologiesIndústriaeComérciodeComponentesEletr？nicosLtda”）的控股，一方面为公司构建有韧性的国际国内双循环供应链体系打下了坚实基础，另一方面，上述两家控股子公司报告期内经营情况良好，均为公司贡献了正向收入及利润。3、报告期公司产生的股份支付金额约1.46亿元，研发费用相比于2023年同期保持高速增长。4、公司长期以来坚持投入自主研发的战略不断收到良好效果，公司核心竞争力进一步提升。报告期内，公司企业级存储业务规模增长明显，公司自研主控芯片业务保持上升趋势，对公司主营业务的“护城河”及“助推器”效应进一步凸显。

### ordinal=04238 type=扭亏 ts_code=301321.SZ end_date=20231231 ann_date=20240131 update_flag=0
REASON: 报告期内，公司归属于上市公司股东的净利润扭亏为盈，主要原因为公司进一步聚焦主营业务，出售子公司成都拓维高科光电科技有限公司部分股权，确认投资收益约8,600万元，上述收益为非经常性损益。扣除非经常性损益同比减亏的主要原因：报告期内，公司聚焦主营业务，合理调整产品结构，深入推进精益管理和生产，进一步提升存货管理水平，资产减值情况较上年同期有所改善。虽然行业逐步回暖，不过受市场竞争加剧等因素影响，公司营业收入水平较上年基本持平，盈利能力尚未完全修复。

### ordinal=04239 type=扭亏 ts_code=301327.SZ end_date=20240630 ann_date=20240722 update_flag=0
REASON: 报告期内，公司业绩变动的主要原因如下：（一）公司凭借品牌力和产品竞争力的持续提升，以及内部降本增效取得的成效，实现了营业收入和净利润的较快增长。（二）随着公司库存成本的优化、原材料采购价格的回落以及产品降本措施的不断推进，公司毛利率同比有所提升。（三）公司通过精准投放广告及高效复用营销素材等措施，降低了销售费用率；同时积极调整组织架构、优化人力成本结构，有效降低了管理费用。

### ordinal=04240 type=扭亏 ts_code=600004.SH end_date=20231231 ann_date=20240113 update_flag=0
REASON: 随着航空市场需求的逐步恢复，白云机场生产经营数据较上年同期大幅增长，2023年实现飞机起降架次45.61万架次、旅客吞吐量6317.35万人次、货邮吞吐量203.11万吨，分别较上年同期增长71.06%、141.95%、7.78%。

### ordinal=04241 type=扭亏 ts_code=600009.SH end_date=20231231 ann_date=20240127 update_flag=0
REASON: 2023年国民经济回升向好，民航业持续复苏,上海航空枢纽实现恢复性增长，境内市场恢复至疫情前水平，出入境旅客量大幅增长，公司盈利水平稳步提升，资产整合效应明显，经营情况整体好转。

### ordinal=04242 type=扭亏 ts_code=600010.SH end_date=20231231 ann_date=20240130 update_flag=0
