# fcst-reason-struct-pilot 输入渲染（由 sample_fcst_reason_pilot.py seed=17 生成）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/
#       non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=400 type=预增 ts_code=300548.SZ end_date=20191231 ann_date=20200123 update_flag=0
REASON: 1.与去年同期相比，国内外“新冠”疫情整体趋于平稳，公司精细化工板块一方面新增北京奥得赛化学有限公司相关业务，另一方面积极克服原材料大幅上涨和停产检修的不利影响，加大降本增效和市场开拓力度，使得营业收入和净利润均有所增长。2.公司供应链管理板块积极开拓市场、扩充新产品线，营业收入稳步增长。3.报告期内非经常性损益预计约1,300万元-1,700万元，主要为逾期收款的利息收入等。

### ordinal=421 type=预增 ts_code=002676.SZ end_date=20210930 ann_date=20211015 update_flag=1
REASON: 1.2021年第三季度，原材料价格持续走高，产品材料成本同比亦持续上升，加上每年的第三季度为行业的淡季，出货量下降，产品单位固定成本攀升，产品毛利率同比下降，产品盈利能力亦有所下降，使得公司2021年第三季度业绩预计同比下降。2.总体来说，2021年前三季度，市场复苏带来业务量增长，公司营收及利润比去年同期均有较大幅度的提升，预计2021年前三季度归属于上市公司股东的净利润仍有95.58%-124.10%的增长。

### ordinal=422 type=预增 ts_code=002919.SZ end_date=20210930 ann_date=20211015 update_flag=1
REASON: 1、公司2021年前三季度业绩增长的主要原因是，公司于2020年8月全资收购2家网络游戏类业务公司，并于2020年9月起纳入合并报表范围。1-9月，公司网络游戏板块持续贡献收入和利润。2、第三季度单季业绩同比下降的主要原因是：一方面公司日化板块受限电和因疫情原因致物流受阻的双重影响，部分订单积压，造成收入和利润有所下滑；另一方面，游戏市场目前逐渐进入游戏用户规模存量竞争阶段，买量成本上升，游戏玩家对同类产品质量要求也在不断攀升。公司在研新品的投放遵循精益求精原则，在大量市场调研的基础上，为了不断优化用户体验，提升同类产品的竞争力，对新品反复测试打磨，适当调整延缓了新品上线进程，故收入和业绩贡献相应有所延缓。

### ordinal=423 type=预增 ts_code=002953.SZ end_date=20210331 ann_date=20210414 update_flag=1
REASON: 报告期内,销售收入较上年同期大幅增长,业绩随之上升.1,国内新冠疫情得到有效的控制,生产秩序恢复正常;2,IPO募投项目逐步投产,公司的制造交付能力提升;3,并购的天津有容蒂康通讯技术有限公司,自2021年起纳入公司的合并报表范围.

### ordinal=424 type=预增 ts_code=002978.SZ end_date=20210630 ann_date=20210707 update_flag=1
REASON: 1,报告期内,钛精矿及钒钛铁精矿市场向好,钛精矿价格同比大幅上涨,钒钛铁精矿价格也有一定幅度增长.2,报告期内,钛精矿及钒钛铁精矿销量同比有所增长.3,公司通过“强化管理,转变管理思路”方式,进一步加强了内部管理,提升了效率,带来了业绩增长.

### ordinal=425 type=预增 ts_code=300037.SZ end_date=20210331 ann_date=20210326 update_flag=1
REASON: 1,本报告期内,预计公司主营业务利润相比去年同期上升.主要受益于一方面公司有机氟化学品海内外业务订单增加,销售规模扩大;另一方面新能源汽车市场需求增长显著,公司抓住动力锂电池行业发展机遇,锂电池电解液市场订单增加带动公司产销量提升较快;与此同时,公司电容化学品业务凭借行业影响力和产品技术优势,销售持续稳定增长;半导体化学品业务市场开发以及客户认证进度加快,产品销量增长明显.2,本报告期公司非经常性损益约为2,000万,比上年同期增加约1,653万,主要是单项计提应收账款减值准备冲回.

### ordinal=426 type=预增 ts_code=300188.SZ end_date=20210630 ann_date=20210709 update_flag=1
REASON: 1,报告期内,公司持续推进合同落地和加快项目实施进度,公司营业收入较去年同期增长约20%-35%.上半年软件收入比重上升,毛利率对比去年同期有所提升,因此上半年归属于上市公司股东的净利润较去年同期有所增长.2,报告期内,公司持续开展“星火”,“捷豹”,“雷霆”等专项行动,加大新行业的横向推广力度及持续提升对区县市场的覆盖,其中军工,刑侦,企事业等细分新行业新签订单均比去年同期增长.3,围绕公司“十四五”发展规划中提出的“力争成为全球电子数据取证领域领航者,公安大数据智能化与新型智慧城市建设运营领域的领跑者及网络空间安全领域的领先者”的总体要求,公司持续加大在人才,研发和市场方面的投入,稳步推进新型智慧城市和新网络空间安全板块建设.4,预计2021年半年度公司非经常性损益对净利润的影响金额约为1,500万元-1,650万元.

### ordinal=427 type=预增 ts_code=300272.SZ end_date=20210331 ann_date=20210413 update_flag=1
REASON: 1,2021年第一季度扣除非经常性损益前后的归属于上市公司股东的净利润与上年同期相比大幅上升,主要原因如下:报告期内,受益于国内外疫情的大幅缓解,公司核心主业的净水市场已恢复正常,景气指数逐渐复苏.在此期间,公司各业务部门抢抓国内,国外下游客户消费复苏的各种商机,在持续赋能助力国内终端和国内ODM业务的同时,借助新品上市和国内供应链实力提升的大好机遇,加大了国外市场的开拓力度,共同推动公司核心业务的销售收入较上年同期大幅增长,营收增幅超过60%,与未爆发疫情的前年同期营收相比也大幅增长近70%;报告期内,公司持续优化管理,提升管理效率,期间费用管控较好,管理费用占营收比重下降约6个百分点,从而推动公司扣除非经常性损益前后的归属于上市公司股东的净利润与上年同期相比大幅上升.2,报告期内,公司预计非经常性损益对净利润的影响金额约为270万元.

### ordinal=428 type=预增 ts_code=300435.SZ end_date=20201231 ann_date=20210105 update_flag=0
REASON: 1.报告期内全资子公司山东中邑纳入公司合并报表,公司收入和利润规模同比快速增长.2.公司加强应收款催收力度,信用减值损失同比减少.

### ordinal=429 type=预增 ts_code=300480.SZ end_date=20210630 ann_date=20210701 update_flag=1
REASON: 1,2021年上半年,在半导体封测新兴业务板块,先进微电子装备(郑州)有限公司及其全资子公司ADT公司业绩自2021年5月开始纳入公司合并报表,预计因此增加“归属于上市公司股东的净利润”2,500万元.2,在安全生产监控业务方面,公司紧抓安全生产监管趋严和国家新的《防治煤与瓦斯突出细则》出台带来的市场机会,大力推广瓦斯智能化精准抽采系统和防突综合管控技术平台,采空区火源定位系统等产品,深挖市场需求,继续保持了行业的领先地位;国家对能源和环保的高度重视为公司锅炉优化燃烧及节能环保产品带来更多商机,公司氨逃逸,NOx在线监测,飞灰含碳等新产品的市场销售取得较好业绩.

### ordinal=430 type=预增 ts_code=300567.SZ end_date=20210630 ann_date=20210427 update_flag=1
REASON: 2020年初新型冠状病毒肺炎疫情导致公司复工时间延迟，物流、交通受阻，招投标、客户拓展、项目推进基本处于停滞状态，对公司生产经营、上下游产业链和外部经营环境产生较大不利影响，2020年上半年公司实现净利润较往年同期下降比例较大。鉴于公司已克服、消除新型冠状病毒肺炎疫情带来的不利影响，公司生产经营情况持续向好，公司预计年初至下一报告期期末的累计净利润比上年同期将大幅增长。

### ordinal=431 type=预增 ts_code=300578.SZ end_date=20201231 ann_date=20210128 update_flag=0
REASON: 报告期内,公司归属于上市公司股东的净利润较上年同期增长的主要原因如下:1,报告期内,公司实现营业收入预计7.70-8.50亿元,较上年有较快的增长.数字化和国产替代等因素驱动了云视频付费市场的快速增长,同时因为新冠疫情影响,国内大型政企对于云视频软件SaaS付费需求呈显著上升趋势.基于音视频技术,市场和规模等方面优势,公司抓住机遇加大研发投入,深耕细分市场,云视频软件SaaS业务在报告期内连续多个季度获得快速增长.2,技术变革和疫情彻底改变全球用户的工作和学习方式,使得全球在会议室,直播间,教室,诊室以及政务下沉市场等垂直市场对云视频硬件需求显著增长.基于技术,市场和规模等优势,报告期内公司持续推出新品,加大云视频硬件业务在海外市场和垂直市场的开拓,获得国内外知名厂商订单,使得云视频硬件业务的持续快速增长.3,报告期内,公司当期发生的股权激励费用约4,200万元,公司重大资产重组标的公司明日实业和数智源超额完成业绩承诺,公司预提了约1,500万元的超额业绩奖励,最终的预提金额以审计机构的审计结果为准.4,报告期内,公司非经常性损益对净利润的影响额预计约-148万元.

### ordinal=432 type=预增 ts_code=300758.SZ end_date=20201231 ann_date=20210109 update_flag=0
REASON: 1,2020年公司营业收入约10亿元,同比增长44%,其中高性能有机颜料同比增长69%.随着《木器涂料中有害物质限量》等7项国家标准(2020年12月1日实施)下游客户使用高性能有机颜料替代含铅颜料的市场需求持续向好.2,研发费用约增长60%,为2021年陆续投产的几个重要项目提前储备了人才,同时公司在科技创新中完成了多项技术突破,在高性能有机颜料,材料单体和新材料研发项目中取得多项成果,这些成果可以保障公司核心业务持续增长.3,报告期内,非经常性损益对公司净利润的影响金额约为764.72万元,主要为政府补助构成,上年同期非经常性损益金额为-2,527.22万元.

### ordinal=433 type=预增 ts_code=300995.SZ end_date=20210331 ann_date=20210430 update_flag=1
REASON: 2020年12月31日至本招股意向书签署之日，发行人经营状况正常，发行人董事、监事、高级管理人员、核心技术人员、税收政策以及其他可能影响投资者判断的重大事项均未发生重大变化。

### ordinal=434 type=预增 ts_code=301118.SZ end_date=20210930 ann_date=20211028 update_flag=1
REASON: 由于硫酸、氯酸钠等产品价格大幅上涨且持续维持高位，公司第三季度业绩环比增幅较大，业绩预测数据具备合理性。

### ordinal=435 type=预增 ts_code=600808.SH end_date=20201231 ann_date=20210130 update_flag=1
REASON: （一）主营业务影响2020年，公司努力克服新冠肺炎疫情、长江汛期及原料特别是铁矿石价格大幅上涨等带来的不利影响，牢牢把握市场结构性变化带来的机遇，动态调整经营策略，优化资源配置，加快产销衔接，加强系统联动，追求极致高效，释放产能规模。同时，公司以改革增动力，以创新促发展，深化整合融合，全面对标找差，充分释放与中国宝武的协同效应，主要技术经济指标持续优化。与上年相比，公司全年生铁、粗钢、钢材产量均有所增加，经营业绩较好。（二）非经常性损益的影响2020年，公司归属于上市公司股东的非经常性损益约为净收益人民币5.61亿元左右，主要系公司处置非流动资产的损益、收到的政府补助及协商解除劳动合同的辞退补偿等影响所致。公司2020年归属于上市公司股东的非经常性损益与上年同期相比，变动的主要原因是公司2020年协商解除劳动合同的辞退补偿金额显著小于上年同期。

### ordinal=436 type=预增 ts_code=601555.SH end_date=20201231 ann_date=20210126 update_flag=1
REASON: 2020年，随着我国资本市场改革进一步深化，证券市场行情持续回暖，主要指数取得较大涨幅。公司积极把握市场机遇，提升资本实力，强化合规风控管理，投行、经纪、自营等多项业务同比均实现增长。在抵减资产减值损失等各项成本支出后，公司年度实现归属于上市公司股东的净利润预计同比增加59.09%到65.84%。

### ordinal=437 type=预增 ts_code=603677.SH end_date=20210331 ann_date=20210317 update_flag=1
REASON: 2021年第一季度公司订单延续去年下半年的良好势头，呈现产销两旺的局面，销售收入同比去年同期实现大幅增长，其中家电零部件业务预计收入同比去年同期增长40%左右；汽车零部件业务预计收入同比去年同期增长120%左右；电动工具零部件业务客户订单增加明显，预计收入同比去年同期增长90%左右。另外因可转债募投项目新增产能逐步释放，汽车零部件业务规模效应逐步显现；相比去年一季度，各项业务产能得到充分利用，单位产品固定成本下降，盈利能力有所改善。同时2020年第一季度因受疫情影响，公司销售受到较大影响，导致上年同期对比基数偏低。受上述因素综合影响，公司2021年第一季度业绩预计与去年同期相比大幅增长。

### ordinal=438 type=预增 ts_code=603686.SH end_date=20201231 ann_date=20210130 update_flag=1
REASON: 1、2020年度，公司主营业务稳定增长，主要体现在环卫服务业务与上年同期相比，项目运营数量增加，营业收入增加；加强一线管理，推广标杆项目的管理经验，利用智慧环卫云平台，提高了项目公司管理水平与资源配置效率，促进环卫运营业务盈利提升。2、2020年度，国家在疫情期间出台了相关优惠政策使公司归属于上市公司股东的净利润有所增加。

### ordinal=439 type=预增 ts_code=603890.SH end_date=20201231 ann_date=20210126 update_flag=1
REASON: 公司2020年度业绩获得快速增长的主要原因为营业收入的增长和毛利率的提升。报告期内，笔记本电脑市场整体回暖，行业复苏态势明显，公司积极开拓新客户业务使得公司营业收入获得较快的增长。此外，公司在金属结构件业务方面加大投入、前期募投项目逐步投产，规模效应凸现使得公司毛利率有所提升。公司预计2020年度实现归属于上市公司股东的净利润为24,153.09万元到26,490.49万元，受人民币汇率升值影响，公司2020年度汇率波动导致财务费用的汇兑损失约7,700万元人民币，上述业绩预测数据为扣除该部分汇兑损失后获得的公司净利润。

### ordinal=440 type=预增 ts_code=603956.SH end_date=20210630 ann_date=20210720 update_flag=1
REASON: （一）上年同期受疫情影响，公司下游客户采购流程有所放缓；同时，部分住宅建筑、公共建筑施工暂停，公司下游客户对供水设备的安装调试延后，进而对公司部分订单的收入确认产生一定影响，导致2020年上半年度业绩基数偏低。（二）由于疫情影响逐步放缓，2021年半年度公司业务恢复正常，主营业务有序开展，整体销售金额增加。综上，公司2021年上半年度盈利水平大幅提升。

### ordinal=441 type=预增 ts_code=688016.SH end_date=20201231 ann_date=20210126 update_flag=1
REASON: （一）主营业务影响：（一）主营业务影响：报告期内，受新冠肺炎疫情的影响，一季度医疗机构的手术开展限制较大，自二季度开始国内疫情逐步好转，医疗机构运转亦逐步恢复如常，公司业务亦逐步恢复，报告期内公司整体业务继续保持良好增长态势。其中，公司2017下半年上市的Castor分支型主动脉覆膜支架及输送系统在报告期内持续保持快速增长；Minos腹主动脉覆膜支架及输送系统、ReewarmPTX药物球囊扩张导管自上市以来，逐步推进招标入院进程，报告期内贡献收入增量。（二）非经常性损益影响：报告期内，公司使用部分募集资金及自有资金进行现金管理获得一定财务收益，以及报告期内公司收到多项政府补助。

### ordinal=442 type=预增 ts_code=688102.SH end_date=20210331 ann_date=20210425 update_flag=1
REASON: 公司主要原材料铜市场价格持续上涨对公司生产经营未产生重大不利影响，除此之外，公司的生产经营模式、主要产品的生产销售规模、主要客户及供应商的构成及公司适用的税收优惠政策未发生重大不利变化，公司亦未出现其他可能影响正常经营或可能影响投资者判断的重大事项。

### ordinal=443 type=预增 ts_code=688150.SH end_date=20210930 ann_date=20211025 update_flag=1
REASON: 公司2021年1-9月经营情况良好，整体营业收入及净利润较去年有所增长，未发生重大不利变化。

### ordinal=444 type=预增 ts_code=688181.SH end_date=20201231 ann_date=20210127 update_flag=1
REASON: （一）报告期内，公司实现归属于母公司所有者的净利润同比增加，主要为报告期内公司积极开拓海内外市场，对主要客户供货规模持续扩大，营业收入增长约50.81%所致。（二）报告期内，公司使用闲置资金购买理财产品取得投资收益约3000万元，对本期的财务报表产生一定的积极影响。

### ordinal=445 type=预增 ts_code=688268.SH end_date=20210630 ann_date=20210702 update_flag=1
REASON: 2021年半年度营业收入、净利润同比增长的原因主要是：（1）民用气体销售量增长；（2）国内半导体市场需求增长；（3）新增产品及客户的增长。

### ordinal=446 type=预增 ts_code=688296.SH end_date=20210630 ann_date=20210707 update_flag=1
REASON: 2021年1-6月，公司经营业绩同比上升主要系公司水务管理系统产品线不断丰富、市场知名度和品牌影响力不断提高，公司业务规模不断扩大。

### ordinal=447 type=预增 ts_code=688366.SH end_date=20210630 ann_date=20210626 update_flag=1
REASON: 公司2021年上半年业绩较上年同期增长的主要原因系2020年上半年新冠疫情导致公司主要产品的销售受到重大影响.2021年上半年,国内疫情得到有效控制,经济回暖,公司主要产品的国内市场需求得到恢复并实现增长.同时,公司持续开展各类市场和营销活动,扩大品牌知名度和影响力,报告期内,公司产品特别是新产品的销售较上年同期有较大幅度增长.

### ordinal=448 type=预增 ts_code=688767.SH end_date=20210930 ann_date=20210813 update_flag=1
REASON: 新冠疫情在全球持续反复，公司新冠检测产品在英国等境外地区的销售规模持续增长。

### ordinal=449 type=预增 ts_code=688819.SH end_date=20201231 ann_date=20210129 update_flag=1
REASON: 2020年以来，公司主要原材料铅的价格整体低于上年同期水平，导致本期铅蓄电池售价及成本均有所下降。但受益于公司的产业地位、品牌效应和定价机制，公司铅蓄电池售价下降幅度小于成本下降幅度，进而导致公司铅蓄电池产品毛利率上升。同时，市场对铅蓄电池产品需求增加导致公司销量同比增加。铅蓄电池毛利率上升及销量增加共同导致公司归属于母公司股东净利润相应增长。

### ordinal=450 type=预增 ts_code=000507.SZ end_date=20211231 ann_date=20220128 update_flag=1
REASON: 公司2021年度业绩较上年同期发生较大变动的主要原因为：（一）公司2020年下半年完成收购常熟兴华港口有限公司及安徽天杨能源科技发展有限公司，致使公司港口及风电业务规模扩大，受益于管理效率提升、货种结构优化及风资源状况较好等因素，上述企业全年整体经营效益稳健提升；港航配套服务板块相较2020年同期疫情影响，全年业务量平稳增长，利润提升；2021年公司进一步拓展新能源主业发展空间，成功参股天伦燃气控股有限公司及广东粤电珠海海上风电有限公司，扩大公司燃气产业规模，并切入海上风电领域，有效增厚公司投资收益。（二）公司全资子公司珠海港航运有限公司持股60%的子公司广州粤港澳国际航运有限公司（以下简称“粤港澳航运”）拥有的“新谷333”集装箱船，2021年7月在航经广州沙湾水道时碰撞广州番禺北斗大桥非通航孔桥墩，造成南侧过渡桥墩破损，桥梁业主方已向广州海事法院提起诉讼，请求粤港澳航运赔偿涉案事故导致的损失（暂计为人民币5,000万元）以及相应利息。本次涉诉金额为5,000万元，为桥梁业主方单方预估的损失金额，桥梁相关损失和费用尚需经司法鉴定机构检验勘查后方能最终认定。根据谨慎性原则，公司按照会计准则要求对该诉讼事项涉案金额全额计提预计负债，减少公司2021年度归母净利润约3,000万元。由于本案尚未开庭审理，未产生具有法律效力的判决，且粤港澳航运已购买相关保险，本次事故导致的最终损失金额，及对公司损益产生的影响尚具有不确定性。

### ordinal=451 type=预增 ts_code=000825.SZ end_date=20211231 ann_date=20220129 update_flag=1
REASON: 2021年度，公司抢抓市场有利机遇，积极应对原燃料价格大幅波动及四季度钢材价格急剧下跌的不利形势，深入开展对标找差，通过加强生产组织、优化产品结构、持续推进成本削减、提升资产运营效率等有力措施，2021年度经营业绩较上年大幅增长。

### ordinal=452 type=预增 ts_code=000968.SZ end_date=20211231 ann_date=20220122 update_flag=1
REASON: 报告期内，公司聚焦主业发展，以增储上产为核心，高效开展老区稳产增产和新区块勘查开发工作，全年实现煤层气销售量10.99亿立方米，同比增长20.50%，主业盈利水平显著增强。

### ordinal=453 type=预增 ts_code=000973.SZ end_date=20211231 ann_date=20220118 update_flag=1
REASON: 报告期内，面对国内外经济形势变化、大宗原材料价格波动加大和市场风险加剧等不稳定不确定因素显著增多的外部环境，公司抓住经济持续恢复以及部分产品需求增加的机遇，紧紧围绕新材料产业发展定位，加大研发技术创新，提升精细化管理水平，深挖优势产品的市场需求，积极拓展产品市场应用领域，提高产品竞争力，公司经营业绩实现较大幅度增长，2021年度归属于上市公司股东的净利润比2020年同期上升。

### ordinal=454 type=预增 ts_code=002058.SZ end_date=20211231 ann_date=20220126 update_flag=1
