# fcst-reason-struct-pilot 输入渲染（由 sample_fcst_reason_pilot.py seed=17 生成）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/
#       non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=200 type=续亏 ts_code=002310.SZ end_date=20210930 ann_date=20211015 update_flag=1
### ordinal=209 type=续亏 ts_code=002417.SZ end_date=20220331 ann_date=20220415 update_flag=1
REASON: 报告期内，因受内外部环境及行业收入季节性等因素影响，2022年第一季度业务开展未达到预期，归属于上市公司股东的净利润仍为亏损。

### ordinal=210 type=续亏 ts_code=002503.SZ end_date=20211231 ann_date=20220129 update_flag=1
REASON: 报告期归属于上市公司股东的净利润预计亏损340,000万元~395,000万元，比上年同期下降91.98%~123.04%，主要原因是：1、受新冠疫情影响，公司资金紧张，流动性短缺，导致公司及子公司多笔金融机构贷款逾期违约，多家金融机构已提起诉讼或仲裁，并申请财产保全，公司及子公司部分银行账户被人民法院冻结、多宗土地房产和投资股权等资产被人民法院查封，公司信用受损，融资困难，客户与供应商流失，对公司业务开展带来较大影响，造成公司报告期业务收入大幅下滑。2、因为资金短缺，为偿还利息、支付供应商货款、仓储租赁费、工资等生产经营支出，公司对库存存货进行了大力度降价促销，导致毛利率为负。3、受疫情影响，下游客户资金周转困难，公司应收账款回款困难，计提信用减值损失增加。4、因公司存货及对外投资存在预计减值，计提资产减值损失增加。5、因公司贷款逾期导致罚息、违约金等财务费用、营业外支出增加。6、因收入下滑、持续亏损，公司未来期间很可能无法获得足够的应纳税所得额用以抵扣递延所得税资产的利益，减记递延所得税资产的账面价值。

### ordinal=211 type=续亏 ts_code=002647.SZ end_date=20211231 ann_date=20220129 update_flag=1
REASON: 报告期内，公司根据自身经营情况积极调整业务结构，优化业务布局，对保理和供应链业务进行了大幅收缩，集中优势资源支持核心业务发展，有效地提升了公司核心竞争力和盈利能力，公司支付业务和租赁业务营业收入和利润水平均实现了稳步提升。报告期内，经济环境等多方面因素影响导致了公司资金链紧张、财务管理费用等较大幅度的增加，同时基于谨慎性原则，公司对前期部分业务项目计提了相应的坏账准备，上述因素综合影响使得公司2021年整体经营业绩亏损。

### ordinal=212 type=续亏 ts_code=600029.SH end_date=20211231 ann_date=20220129 update_flag=1
REASON: 报告期内，新冠疫情影响持续，国外疫情仍未得到有效控制，国内多地疫情零星散发，本公司切实抓好常态化疫情防控，抢抓市场机遇，多措并举增加客货运收入，精益管控成本，全力降低疫情造成的损失。但受疫情影响，旅客出行意愿仍比较低迷，客运市场复苏乏力。2021年公司全年运力投入（可利用座公里）和收入客公里同比分别下降0.37%和0.66%，与2019年相比分别下降37.8%和46.5%，其中国际航线受疫情影响持续低迷，运力投入和收入客公里与2019年相比分别下降92.3%和95.3%，公司2021年经营业绩出现亏损。

### ordinal=213 type=续亏 ts_code=600139.SH end_date=20211231 ann_date=20220122 update_flag=1
REASON: 1、公司原向中国长城资产管理公司成都办事处（后更名为“中国长城资产管理股份有限公司四川省分公司”，以下简称“长城四川分公司”）借款已逾期，剩余1.92亿元本金未归还。2021年1月，长城四川分公司将上述截止到2020年5月20日的债权资产以及其他附属权利一并转让给国厚资产管理股份有限公司（以下简称“国厚资管”）。2021年7月，经国厚资管申请，四川省成都市新都区人民法院对该笔债权的质押物，即公司持有的重庆市交通设备融资租赁有限公司（以下简称“交通租赁”）57.5%的股权进行了公开拍卖。重庆城市交通开发投资(集团)有限公司（以下简称“开投集团”）以39,575.68万元成功获拍。至本报告批准报出日，上述股权已办理完成股权过户工商变更登记手续，由于成交价格远低于其账面价值，此项股权非正常处置导致公司形成投资损失48,153.23万元。2、根据公司与开投集团、重庆市交通融资担保有限公司、重庆重客实业发展有限公司签署的有关转让交通租赁57.55%股权的《股权转让协议》约定，本公司承诺：在本次股权转让完成后的前五个会计年度内，如交融租赁当年未实现不低于人民币3.5亿元的可分配利润，公司应采取各种措施确保交融租赁原股东（指届时依旧持有交通租赁股权的交融租赁原股东）按其持股比例取得与前述净利润对应的资金回报。若公司违反该承诺，本公司将向开投集团支付违约金和有关违约损害赔偿金。上述承诺期已于2019年12月31日届满，公司未完成业绩承诺，根据约定，公司应于2020年6月30日之前向开投集团支付，开投集团已就上述事宜向重庆仲裁委员会提起仲裁，并通过诉前保全，申请冻结了公司所持有的所有子公司股权。2020年11月，重庆仲裁委对上述业绩承诺事项进行了裁决，公司应支付开投集团利润补足款、逾期付款违约金及违约金等共计74,124.47万元（其中，逾期付款违约金暂计算至2020年12月31日）。报告期内，通过法院拨付交通租赁57.5%股权拍卖余款，开投集团已获偿部分仲裁款项，公司对于未清偿部分继续计提违约金11,396.74万元。

### ordinal=214 type=续亏 ts_code=688322.SH end_date=20211231 ann_date=20220107 update_flag=1
REASON: 公司2021年度营业收入预计同比增长，主要系随着疫情影响减弱，线下支付场景需求逐步恢复，同时服务机器人、智能门锁等细分场景渗透发展，公司营业收入恢复增长。

### ordinal=215 type=续亏 ts_code=688506.SH end_date=20220930 ann_date=20221018 update_flag=1
REASON: 主要原因系一方面公司主要产品丙泊酚中/长链脂肪乳注射液（20ml:0.2g）自2021年5月开始执行国家药品集中采购招标，而公司未参与该次国家集采，影响在2022年上半年继续显现，该产品收入大幅下滑；另一方面系2022年第三季度四川持续高温并实施工业企业限电停产，加上成都因新冠疫情全城封控以及全国多地疫情频发对公司生产、销售、推广等产生较大不利影响。

### ordinal=216 type=续亏 ts_code=000587.SZ end_date=20221231 ann_date=20230116 update_flag=1
REASON: 1,2021年12月公司全资子公司东莞市金叶珠宝集团有限公司被司法拍卖,2022年度利润表不再合并该公司,相应的亏损减少.2,2021年度公司债权人厦门中润博观资产管理有限公司豁免公司债务14.11亿元,2022年度公司有息债务相比上年大幅减少.3,2022年度公司债务大幅减少,公司集中资源加大黄金,珠宝等产品的市场推广.4,2022年末净资产增加,主要是公司债权人厦门中润博观资产管理有限公司豁免公司债2.87亿元计入资本公积增加了净资产.

### ordinal=217 type=续亏 ts_code=000620.SZ end_date=20230630 ann_date=20230715 update_flag=0
REASON: 1、本期房地产项目结转收入较上年同期有所下降，导致房地产项目毛利有所减少；2、公司期末贷款余额较大，致使本期费用化利息金额较大；公司存在到期未偿还的有息负债，产生了复利、罚息、违约赔偿金等，导致本期净利润下降；3、湖南新华联建设工程有限公司持有的长沙银行股份有限公司股票于报告期内被司法处置，产生了投资损失，影响了本期净利润。

### ordinal=218 type=续亏 ts_code=000903.SZ end_date=20230630 ann_date=20230715 update_flag=0
REASON: 公司本期业绩较上年同期发生上述变动的主要原因为：1、2023年上半年，商用车市场虽有一定回暖，但消费结构有所变化，价格较低的车辆得到市场的青睐，但本公司发动机所匹车型大多为中高端车型，市场需求疲软；加之受国六B排放标准于2023年7月1日的实施，整车厂消化发动机库存压力的影响，导致商用车发动机市场竞争包括价格竞争更加激烈，公司产品销量和销售收入较去年同期出现小幅下滑。2、多年以来，公司发动机产品在同行业中属于中高端产品，发动机零部件成本较高，随着市场竞争的白热化导致发动机单台毛利较低，报告期内公司经营利润不能覆盖日常经营费用，故净利润为负值。3、报告期内，公司通过不断加大产品市场开拓，加快产品战略转型，混合动力总成等新产品已投放市场并取得良好的口碑，未来有望成为公司新的业绩增长点。同时公司采取一系列措施优化内部管理，进一步调整产品结构，持续加大关键核心零部件采购成本的降本工作，整体亏损较上年同期所有减少。

### ordinal=219 type=续亏 ts_code=002316.SZ end_date=20230630 ann_date=20230715 update_flag=0
REASON: 2023年上半年归属于上市公司股东的净利润较上年同期亏损大幅减少，一方面，2022年上半年开店宝科技集团有限公司归属于上市公司股东的净利润为-1,710.58万元，开店宝科技集团有限公司于2022年12月起不再纳入公司合并报表范围；另一方面，因本报告期公司有息负债较上年同期大幅减少，故财务费用较上年同期大幅下降。

### ordinal=220 type=续亏 ts_code=002530.SZ end_date=20230630 ann_date=20230715 update_flag=0
REASON: 一方面，公司热处理板块本期经营业绩较上年同期相比略有增长，主要系设备销售业务收入的增长及设备销售毛利率的提升所致。另一方面，公司数字化板块本期经营业绩与上年同期相比亏损面明显收窄，亏损减少的原因主要如下：报告期内数字化板块加强了项目实施过程的精细化管控，优化了产品结构和相关投入，控制并减少了经营性成本。

### ordinal=221 type=续亏 ts_code=002682.SZ end_date=20230630 ann_date=20230715 update_flag=0
REASON: 2023年上半年度，公司汽车客运及站务服务业务的收入增长、毛利率提高，但是营业总收入比上年同期预计下降20%，预计2023年半年度归属于上市公司股东的净利润为-7,000万元至-8,800万元，主要原因为：1.安徽中桩物流有限公司受长江中下游地区基础设施建设放缓及区域内同行竞争加剧等影响，港口码头营业收入及毛利率下降；2.公司沥青供应链业务受沥青价格下行及年初库存价格偏高等因素影响，营业收入及毛利率下降。

### ordinal=222 type=续亏 ts_code=300143.SZ end_date=20221231 ann_date=20230120 update_flag=1
REASON: 1、报告期内，结合公司实际经营情况，公司判断因收购资产产生的有关商誉存在减值迹象，按照《企业会计准则第8号—资产减值》《会计监管风险提示第8号—商誉减值》等相关规定的要求，公司对收购形成的商誉进行了初步减值测试，预计本期计提的商誉减值总额约为6.7亿元。目前商誉减值测试的评估工作正在进行，公司本期计提的商誉减值金额以最终的审计、评估结果为准。2、报告期内，非经常性损益对归属于上市公司股东净利润的影响金额约为100万元。

### ordinal=223 type=续亏 ts_code=300397.SZ end_date=20221231 ann_date=20230118 update_flag=1
REASON: 报告期内，在5G新基建和数字化转型等多轮因素驱动下，公司紧紧围绕主业和核心客户需求，着力于5G通信、大数据、云计算、物联网、人工智能等方向，努力提升产业链协同优势，持续加大新材料产品研发投入，不断丰富产品体系，各项业务稳步推进；同时公司按照既定战略目标努力提升产品质量、技术能力及综合服务能力，为公司持续稳定健康发展奠定基础。但受国内5G建设进入平稳期，各运营商资本性投入比例稳中有降及核心客户需求下降影响，致使公司通信电子业务收入较上年同期有所下降；同时，在军品方面，国内军方某部下发了《关于开展某型便携式防空导弹情报指挥系统升级改造的通知》，对合同项目涉及的时间周期、价格经费、技战术指标等项目执行安排进行统筹调整，就交付周期的调整双方已签订了《关于订购合同的补充协议》，报告期内暂未确认收入，对当期军品业绩造成了一定程度影响。此外，对母公司以前年度未弥补亏损确认的递延所得税资产予以转回及预提股权激励费用、员工持股专项奖励金费用，对公司业绩产生较大影响。本报告期，公司预计非经常性损益影响归属于上市公司股东的净利润约为1,600万元。

### ordinal=224 type=续亏 ts_code=300603.SZ end_date=20221231 ann_date=20230130 update_flag=1
REASON: 1、本报告期，归属于上市公司股东的净利润表现为亏损的主要原因是：（1）受国内新冠疫情影响，全国多地实行临时性静态管理措施，新疆2022年8月-11月处于疫情防控阶段，此期间为西北基地数字城市、通信服务业务板块的项目实施高峰期。因防控措施严格，人员流动受阻，公司部分项目无法进场实施，项目结算、收款延迟，致使业务受到较大冲击，收入不及预期。（2）资产减值的影响。本报告期，公司收购的子公司广州大一互联网络科技有限公司受核心客户需求疲软以及行业市场竞争激烈等影响，经营成果有所下降，经公司初步减值测试，预计计提商誉减值准备13,000万元至19,000万元。此外，受“能耗双控”政策的影响，数据中心项目取得节能审查趋紧，公司广纸云数据中心2019年开始建设，于2021年投产运营，因广纸云数据中心尚未取得节能审查，影响数据中心大客户的入驻，上架率低于预期，公司经初步测算，广纸云数据中心资产组已存在减值迹象，预计资产减值损失金额约3,000万元至6,000万元。最终计提的减值金额将以聘请的评估机构及审计机构进行评估和审计后确定。（3）在新疆政府部门的督办下，公司政府历史应收款项回款情况较以前年度已逐步好转，但因应收款项金额较大，坏账准备持续计提，对公司业绩产生一定影响。2、非经常性损益影响。报告期内预计非经常性损益对净利润的影响金额约为4,368万元。主要为公司投资的元道通信股份有限公司首次公开发行股票并在创业板上市，根据其公允价值，本报告期预计获得净收益约3,114.01万元。未来公司将加快推进数字城市、通信服务板块的项目实施进度，提高项目结算效率，加速项目回款；对于历史应收账款问题，在新疆政府的协调下，公司与相关欠款单位已经陆续签订还款协议，目前还款协议正在履行中，公司将继续跟进收款。同时，公司募投项目立昂云数据（成都简阳）一号基地一期建设项目已于2022年8月获得节能报告审查意见，目前已经开建，该数据中心项目符合国家政策导向，未来能更好地满足市场需求，巩固公司数据中心板块的市场地位，提升公司可持续发展的能力。此外，公司在加码云计算及IDC综合服务领域的同时，积极探索新业务，保持对未来发展的长期信心，将持续强化技术与服务，不断增强各业务的协同效应，为长期发展积蓄动能。

### ordinal=225 type=续亏 ts_code=600626.SH end_date=20230630 ann_date=20230715 update_flag=0
REASON: 本期业绩预亏的主要原因2023年上半年度公司业绩亏损主要原因是：受全球经济波动及汽车行业复苏缓慢等因素影响，北美地区因劳动力短缺导致运营成本上升，同时部分币种的借款利率上升使得利息费用增加。

### ordinal=226 type=续亏 ts_code=600749.SH end_date=20221231 ann_date=20230130 update_flag=1
REASON: （一）主营业务。2022年，国内新冠疫情局部多发且持续时间较长，跨省旅游熔断对西藏旅游行业复苏形成一定压力。同时，受西藏自治区疫情影响，公司各景区于下半年暂停开放三个月以上，公司主要探索旅游IP衍生品开发、销售业务的创新发展。景区全年游客接待量受疫情影响大幅下滑，公司2022年度经营业绩出现亏损。（二）非经常性损益。2022年，公司闲置募集资金现金管理收益约400万元，解决历史遗留债务形成营业外收入约286万元，此外，公司享受国家相关疫情政策支持、稳定就业政策支持，取得部分政府补助、费用减免等，合计非经常性损益约为900万元。

### ordinal=227 type=续亏 ts_code=603389.SH end_date=20230630 ann_date=20230715 update_flag=0
REASON: 2023年上半年，公司本期亏损额比上年同期有所降低，亏损主要原因如下：1、受消费收缩、消费习惯变化、高端可选消费恢复较慢等因素影响，公司实体门店客流恢复不如预期，营业收入增长不明显。2、公司整体毛利有所增加，毛利率略有提升，但直营业务门店租金、使用权资产折旧和装修摊销等固定销售费用较高。

### ordinal=228 type=续亏 ts_code=603729.SH end_date=20221231 ann_date=20230131 update_flag=1
REASON: 1、报告期内，全国多地疫情反复，疫情防控措施升级，宏观经济增速放缓，对消费市场造成较大冲击。受此影响，公司营业收入出现一定幅度下滑。2、报告期内，广告行业整体市场环境较低迷，市场竞争激烈，行业毛利继续呈下降趋势，导致公司2022年度持续亏损。3、报告期内，公司参股公司“新疆愚恒影业集团有限公司”（以下简称“愚恒影业”），其综艺板块、短视频内容营销、电视剧等业务受上海、新疆及各地疫情封闭管控因素影响较大，投入与产出未达预期；另外根据《企业会计准则第8号-资产减值》及相关会计政策规定，公司财务部门对愚恒影业长期股权投资进行了减值测试，初步估算长期股权投资存在减值迹象，公司将聘请专业机构对长期股权投资进行减值测试评估。本期业绩预亏是基于外部环境以及公司发展阶段中所经历的阶段性业绩波动，公司核心竞争力和持续经营能力未发生重大不利变化。

### ordinal=229 type=续亏 ts_code=688070.SH end_date=20221231 ann_date=20230131 update_flag=1
REASON: 2022年，工业无人机行业持续快速发展，行业规模保持增长。公司通过大力开发国内外市场，深化产品开发与技术创新，构建重点战略合作伙伴，优化公司业务发展模式，实现业务规模持续良性增长。全年，公司营业收入预计增长15.84%至23.83%，利润预计同比减亏；全年公司实现国内外订单总额（含税，下同）约4.3亿元，同比增长23.8%，安防、能源、防务、海外等业务市场保持快速增长；截至2022年末，公司在手尚未交付订单总额约1.8亿元，同比增长超过100%。2022年，公司有序推进垂直起降固定翼、大载重无人机、无人值守系统、多旋翼等产品的开发，产品谱系及行业应用解决方案持续完善，综合竞争力不断增强。公司业务在全国各省市以及海外多个国家地区均有分布，国内外新冠疫情持续反复对公司营销业务拓展、商务交流、产品交付验收、客户培训、供应链等环节均形成一定的不利影响；特别是公司产品销售一般下半年订单占比较高，具有显著的季节性，而成都2022年下半年的高温限电和疫情等因素叠加，导致公司在2022年下半年的部分项目签约延迟、交付延迟，全年营收增长未达预期，净利润仅实现同比减亏。2023年，随着国内外疫情管控的解除以及经济环境的逐步复苏，公司将抓住无人机的历史性发展机遇，聚焦下游市场的增长需求，持续加大研发力度，不断完善产品谱系及行业应用解决方案，促进业务规模快速增长，夯实基础能力建设，稳步提升公司经营质量及盈利能力。

### ordinal=230 type=续亏 ts_code=000504.SZ end_date=20231231 ann_date=20240127 update_flag=0
REASON: 1.报告期内，公司细胞检测与存储业务开展不及预期，同时受公司终止供热业务运营影响，报告期收入同比下降；2.报告期内，根据企业会计准则及公司会计政策等相关规定，对截至2023年12月31日的各类资产进行了减值准备计提；3.报告期内，公司为拓展收入来源、提升业务竞争力，在渠道建设、产品升级及研发支出等方面增加了投入。

### ordinal=231 type=续亏 ts_code=000782.SZ end_date=20231231 ann_date=20240124 update_flag=0
REASON: 本报告期内，受宏观经济及下游市场需求下滑等因素影响，公司营业收入及毛利率均同比下滑，公司毛利无法涵盖当期经营费用，导致经营亏损。同时，由于市场大环境影响，银行股权和投资性房地产估值下调，造成公允价值下降，影响当期损益，进一步加大了公司的亏损。

### ordinal=232 type=续亏 ts_code=002005.SZ end_date=20231231 ann_date=20240131 update_flag=0
REASON: 公司2023年业绩变动主要受以下因素综合影响：1、报告期内，公司对主营业务小家电出口产品进行产品结构优化，淘汰负毛利和低毛利产品，导致小家电出口订单减少。2023年度公司营收规模同比下降约30%至40%，其中小家电出口业务销售额同比下降40%左右，总体产能利用率较低，固定费用摊薄力度下降，预计对归属于上市公司股东净利润的影响金额约为-1.3亿元至-1.7亿元。2、公司LED相关业务关停后，尚未处理的相关闲置资产需要进行资产折旧且支付必要的维护成本，以及相关资产计提减值损失，预计对归属于上市公司股东净利润的影响金额约为-0.9亿元至-1.1亿元。3、报告期内，公司预计非经常性损益对净利润的影响金额约6000万元，主要是计入当期损益的政府补助约2000万元、债务重组收益约5000万元等。

### ordinal=233 type=续亏 ts_code=002173.SZ end_date=20231231 ann_date=20240131 update_flag=0
REASON: 本报告期，公司归属于上市公司股东的净利润较上年同期减亏，主要原因为：2023年公司努力提升下属医院运营效益，实现营业收入稳步增长；同时合理管控运营成本，营收规模和毛利率与上年同期相比均有所回升，归属于上市公司股东的净利润得到改善。

### ordinal=234 type=续亏 ts_code=002305.SZ end_date=20231231 ann_date=20240131 update_flag=0
REASON: （一）由于房地产行业结转收入呈现周期性，报告期达到结利条件的项目及结利金额较上年同期减少，导致报告期内营业收入同比大幅下降，对报告期业绩造成较大影响。（二）公司根据消费趋势变化对部分商业运营项目主动进行调改，商业运营部分项目仍处于培育期，且受业主租金支出的影响，导致商业运营业务亏损。（三）公司报告期末对存在减值迹象的资产进行了减值测试，公司本着谨慎原则，对可能发生减值损失的资产计提了减值准备。随着经济恢复向好，消费市场延续复苏态势，公司将聚焦运营服务主业，打造综合性运营上市平台；同时，以《提高央企控股上市公司质量工作方案》为契机，坚持多措并举提质增效，推动公司高质量发展。

### ordinal=235 type=续亏 ts_code=002355.SZ end_date=20231231 ann_date=20240131 update_flag=0
REASON: 营业收入增加，期间费用减少，但依然不足以覆盖运营费用、折旧摊销费用等常规支出，故报告期亏损。

### ordinal=236 type=续亏 ts_code=002633.SZ end_date=20231231 ann_date=20240127 update_flag=0
REASON: 2023年度，公司归属于上市公司股东的净利润为负，与上年同期相比亏损有所减少，主要原因系销售收入较上年同期增长16.81%；期间费用较上年同期下降16.16%。

### ordinal=237 type=续亏 ts_code=002769.SZ end_date=20240630 ann_date=20240712 update_flag=0
REASON: （1）报告期内，受宏观经济形势、国际贸易环境等因素影响，公司供应链业务收入下降，后续公司将积极调整业务板块，努力拓展市场，提升经营成果。（2）报告期内，公司在新能源业务方面，持续开发国内市场，坚持产品的研发和创新，同时大力拓展新能源业务在海外的推广与布局，短期内导致公司经营性支出增加。后续公司将持续完善新能源业务布局和资源配置，提升经营效率。

### ordinal=238 type=续亏 ts_code=002786.SZ end_date=20240630 ann_date=20240710 update_flag=0
REASON: 报告期内,市场竞争加剧需求放缓，公司对部分新业务做了相关布局，但终端市场需求未达到预期,整体收入规模没有明显增长，固定成本无法摊薄，导致公司业绩未达预期。预计非经常性损益对归属于上市公司股东的净利润的影响约为1,150万元。

### ordinal=239 type=续亏 ts_code=002995.SZ end_date=20240630 ann_date=20240711 update_flag=0
REASON: 报告期内，公司积极调整自身业务布局，优化产品线，通过提升管理效能、降本增效等方式，致公司毛利率略有增长。同时，公司对报告期末各类资产进行全面清查，基于谨慎性原则，公司对存在减值迹象的相关资产计提了资产减值准备，报告期内计提的减值损失较去年同期有所下降。基于上述原因公司净利润同比减亏。

### ordinal=240 type=续亏 ts_code=300670.SZ end_date=20231231 ann_date=20240130 update_flag=0
REASON: 1、2023年上半年，船舶锦华01、锦华02仍处于改造期间，产生船舶折旧费用约2,000万元；因船舶锦华01、锦华02分期购买款尚未支付完毕，受此影响报告期内融资利息大幅增加至6,100余万元，同时产生汇兑损失700余万元。2、报告期内，公司控股子公司苏州国宇碳纤维科技有限公司盈利水平未达预期，结合公司对其实际经营情况、市场变化等综合因素考虑，根据《企业会计准则第8号-资产减值》及相关会计政策规定，公司在每个会计年度末对其商誉进行减值测试。基于公司财务部门的初步测算，预计本期将计提商誉减值金额为4,540万元，最终商誉减值将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。3、报告期内，公司预计非经常性损益对归属于上市公司股东净利润的影响为-500万元至2,000万元，主要为公司投资基金公允价值变动产生的非经常性损益以及公司出于谨慎考虑对在诉案件计提的或有损失。

### ordinal=241 type=续亏 ts_code=300849.SZ end_date=20231231 ann_date=20240130 update_flag=0
REASON: 报告期内，公司预计实现销售收入2.59亿元，较上年同期增加1,642.84万元，内销收入增加4,669.36万元，外销收入减少3,026.52万元；海外市场需求疲软导致外销收入的下降。1、2023年订单和收入相比2022年均略有增长，主要系公司内销收入增加；但叠加外销收入下降，导致公司毛利增长缓慢。另2022年有较多的外币汇兑收益，2023年汇率变动影响汇兑收益较上年减少1,191.56万元。2、报告期内，公司非经常性损益对净利润影响预计为939.19万元，主要为自有资金理财收益。2022年同期非经常性损益金额为577.92万元。

### ordinal=242 type=续亏 ts_code=600811.SH end_date=20231231 ann_date=20240131 update_flag=0
